text,label
i guess there is more and more states that are that are going back to capital punishment,statement
i m a great co proponent of liberal arts education,statement
i really i enjoyed that movie,statement
what other what other type of benefits do they have that e i mean canadian based companies,question
and d you know with with russia f uh seemingly not going to be as big a threat,statement
c but f uh the mini skirt many times will evoke comments you don t really want,statement
c and god,statement
c and then d you know you can have cookouts and stuff like that,statement
most of them do,statement
i just remember how embarrassing it was,statement
whenever our bins are all filled up we take them and turn them in,statement
c and maybe they could pay people for doing this at least something,statement
c and they get together,statement
c but f um when i compare d like the winners of this year and last year it just,statement
i guess we re kind of f uh the smart asses in the world i suppose f uh or of america anyway,statement
i t i believe that s the way it is,statement
we moved here from enid oklahoma,statement
we have a a dog that we got from the f uh,statement
d well i m going to tell you what i d have laughter,statement
d well do you have any pets,question
f oh my husband doesn t like them either,statement
d well we re catholics,statement
c and f uh seems like some rather large chunks of money could come from from that direction,statement
c and the weapons my god the weapons that people have are,statement
one of the things i do not make is dessert,statement
i like it so far,statement
do you work during the day,question
i think it has been f uh four three or four years or five even f uh since they have had it tried to get everybody together,statement
c so there s plenty of room to hold things,statement
a lot of the workers don t understand that f uh they need to put out the best that they can because it comes right back to them d you know,statement
the one thing that is also detrimental as far i m concerned my skin is very fair,statement
c and then you would see see some of the others that are were d like distant from the other group,statement
c and f um i had said,statement
and ate in a restaurant,statement
they re the kind of boots that i wear to work,statement
we wondered about that,statement
i lived in an apartment complex on one of the lakes,statement
c but e i mean it s just i m constantly think about keeping us safe and protected,statement
just once a week,statement
c and c and some places don t compensate you for the hazards that you that you have to work under,statement
i don t know what you would do every laughter,statement
i used to have f uh ch chevy van,statement
he s no spring chicken anymore,statement
c so i m encouraged laughter,statement
d well i enjoyed,general
what i read when the f uh lee f uh united nations was setup in in san francisco one of the first things the russians wanted to do was bring in each one of the f uh of these d you know republics,statement
i like i like them every now and then for a change,statement
she s gorgeous,statement
c and f uh i suppose that means i should be f uh getting up there to look at that f uh shingle,statement
they re doing that in our state too,statement
c and the retirement is more important,statement
c so i saw all seven games of that,statement
i have not had the opportunity to go skiing,statement
c but d you know they re going up,statement
i just think it s nice to have around,statement
c and so c so d you know it s something we we have tried to help,statement
c so d you know that that s a scary part too that you have to think about,statement
d well f uh do you believe only fifty percent of the people actually vote,question
it would be hard to,statement
what about your casual wear,question
do you think you would be able to do some more if you had more tools and different tools,question
it s dangerous,statement
c and then the aerobics cost extra even if you have the fitness membership,statement
it was a it was a more effective paper as far as i was concerned,statement
c and the little kids would have nothing,statement
as far as the quality of the streets the school systems f um the hospital stuff that the government gives money to f um the d you know all the things that the government does like that i f uh i think they need to manage it a little bit better,statement
c but i don t own one of those either laughter,statement
c and they let her tug their hair and and get on their back or whatever,statement
c and my grandmother s real there,statement
that that that s boring for me,statement
d well that s good that you can,statement
c so f uh i m really quite active in trying to f uh be proactive at least for children s issues,statement
c and f uh c so i don t know if if spending a lot more money would really make any difference right now,statement
f uh out that way,statement
d well when my mom f uh,statement
f oh he s interesting,statement
i suspect we should do what everyone says we should do,statement
i d well i ve also found too i i try to work out regularly,statement
you have to figure out why they re all doing that i m like it s doesn t work it s obvious it doesn t work because the d you know,statement
c and it s supposed to be good for you,statement
where was the person last night,statement
c and they sat down and figured up that we needed to save d like between fifteen and seventeen hundred dollars a year at a f oh d you know six percent interest rate to be able to have d you know money for his college,statement
seems like f uh i ve we ve done some remodeling of some f uh rental houses that we have,statement
talk to my daughter,statement
new hampshire is fairly easy,statement
c and i also feel that that s where some of the bad images of nursing homes come from is when people have to put people in a nursing homes,statement
you you pick a career path,statement
c and a lot of the teachers,statement
it ll be comfortable,statement
c and then i was afraid to do the eaves way up high and stuff,statement
i think florida still uses electric chair,statement
it wasn t all the school s fault,statement
my husband had to receive all this special permission to go,statement
c and that s interesting,statement
it s good to see them doing some things there anyway,statement
c but it s still it s some,statement
there s twelve troy ounces to the pound,statement
i was going to say my kids both eat it,statement
c and then of course you have to iron them all the time,statement
it s going to take years though,statement
it s just f uh too much,statement
i was actually i th i was thinking of trying to get a job there breathing,statement
i have never been able to do it before,statement
f um one was a former student of mine a few years before who was out of work f uh,statement
she said it s so awful,statement
that sounds like a real challenge,statement
i i think in most cases i d have to say no,statement
i don t know what f um texas s criteria for capital murder is do capital punishment is,statement
c and usually it ll do pretty well,statement
f oh is that right,general
it is something new,statement
i i had no idea what it was,statement
i m real dis i m kind of disgusted this year because i don t see many women into the political scene,statement
c and i i didn t like that very well,statement
our movies today it used to be x,statement
i know going to f uh f uh,statement
i haven t seen that,statement
c and c and d you know if i want to get a fantasy and laughter,statement
c but it s nice to have the right equipment,statement
e i mean if we would have f uh if we would have went into space and found mars a livable f uh planet we probably would have noise inhabited it,statement
they come d like with a mini type skirt,statement
c so i guess we ve kind of neglected latin america,statement
my trash has a lot of tin cans and a lot of cart a lot of different papers and cardboards,statement
c and i believe that the real warfare is not with saddam hussein or the north vietnamese,statement
c and they have the iowa oaks,statement
c but i i never thought of,statement
i know when you get the kids that have gone the summer being out of school then it s like they ve lost so much ground we spend at least the first six weeks just backing up reteaching what they had the year before d you know,statement
c but it s really hard to find something that works and d you know to find time to do it and stay committed to it d like three days a week or whatever,statement
d well do you know anything about the expansion teams they re thinking about bringing in,question
the the cat almost died,statement
c but i have learned to do is f uh a now that i am alone is f uh to carry bags of salt in the trunk of my car,statement
i i have a theory,statement
put them in jail laughter,request
it s got a hell of a kick to it,statement
e i mean if it s true,statement
they always want to be able to f uh do some brain draining,statement
i think gluing alone certainly if you wash it any amount of time it,statement
pretty but,statement
it s completely trivial to for instance listen in on someone s car phone or walk around phone since they re just radio signals,statement
c so i wear a lot of blue jeans,statement
c and so we ve got a lot of f uh m i t graduates that are in there,statement
then d you know a career is a smart choice,statement
c and c and yet i can t do d you know like like f uh craft f uh on wood,statement
d well f uh what do you think about taxes,question
c and i was even able to d you know to accumulate some savings in a sense in the checking account because i m pretty thrifty,statement
great,general
only it wasn t like cats at all,statement
f uh d see my son s eighteen right now,statement
i didn t grow up eating that much seafood,statement
c but f uh that is also effecting buying a new car laughter,statement
are you going to see this next one that s coming out,question
i think that s how they measure dirt,statement
f um popping i know f uh target has their program to make kids more aware of it,statement
are they driven by themselves,question
c and laughter c and i get mail,statement
i thought maybe they would convert to f uh metric back when they went to the fifty five mile an hour speed limit because what is it,statement
it s called a four oh one k plan,statement
i know exactly where that is,statement
why should an individual just because it s just because the state can t really find out about it be able to avoid paying sales tax,question
god bless y,general
it just gets so hot so fast here,statement
i ve been we ve been here for twenty five years,statement
c and a student with a beeper immediately gets sent down to the f uh principal,statement
c and c and they were okay,statement
i m making that up,statement
it s just very very different,statement
they put a probe in your exhaust pipe,statement
it s it s it s very good,statement
of course the bad thing about it was f uh the second time i saw it i didn t really enjoy it as much,statement
what what is,question
i guess the financial planners the training now,statement
who was the quarterback,question
c and he doesn t want to be home from three thirty until seven by himself,statement
i ve worked in public relations a lot,statement
d like this was a really neat vital woman,statement
c and f um d you know i i didn t know what to expect except i had heard that that jane austen was such a wonderful novelist,statement
people still think we re about,statement
c but that s about all the exposure i have to sports,statement
c and i want to say her daughter was like six or seven right around first second grade,statement
i think that may be the key word,statement
last year the f uh lotus development company the f uh,statement
d well i think one of the good ones in the metroplex f uh in the last say twenty five years or so maybe longer they ve built all these dams,statement
c and he he s got three kids,statement
c and there are distinct breeds in europe,statement
c and they ve decorated real cute d you know with a bunch of big old flowers,statement
c but i feel the same way,statement
wasn t a seam or anything d you know,statement
f um i think both of my kids are too old for that,statement
c so people don t really worry about their local mayor or something figuring that d you know a and i think wrongly figuring that that d well what good is another mayor going to do anyway because our federal taxes are more important right now and d you know and stuff like that,statement
d you know they have indigent health care,statement
c and where is that,question
the idea was that everybody should have an education so that they would be a better voter,statement
i ve been to telluride which is on the west side,statement
c but f uh do you ever watch cheers,question
c and you just miss the little things,statement
c and that person can call d you know beforehand and just make sure everyone knows too,statement
do you have brothers and sisters,question
when when our kids were small we had a couple of f uh good good women who f uh would often c f uh get them to come to the house,statement
c and i forget what laughter the other books were,statement
are you a native pennsylvanian,question
i think there s a a service station there,statement
c and he held the camera out as the tornado went by,statement
c and so they start farming on f uh available land d you know like the median strips on freeways because no one s using it,statement
c but our children got a very good education there,statement
as far as their learning e i mean if the parents aren t f uh d you know willing to go with the kids and find out what they re learning and if they re learning,statement
d you know i i noise i don t spend that much money,statement
on the other hand f uh it it assumes that you have lots of confidence in your president not to veto important things,statement
c so you ve received a lot of f uh flack,question
c and f uh i was real impressed at how a b c handled f uh translating,statement
i can i can believe that,statement
c and then the next time i go it s the same thing d you know,statement
i think they re a good team that just need that one one little thing to push them over,statement
c and it s a fairly large one to,statement
c but it s the same stuff,statement
he s the man out of san antonio,statement
we going through the dust storms down here now,statement
now he is watching honey i shrunk the kids right now,statement
c but anyhow d well listen i guess that s about it then,general
c but they don t want to take the risk,statement
c and if it s going over water or something one of them have to take the shot for me because i m,statement
c and she s real interested in geriatrics,statement
not all of them being mine,statement
what s that the i thirty and central,question
c and it was about eight months later he ate a piece of the linoleum,statement
i sit in class,statement
d well we f uh are a group of f uh musicians that just kind of have d you know formed out of a desire to sing,statement
d well i i kind of have hobby fads i guess,statement
whereas,statement
not every morning it probably averages about two days a week,statement
i think our humidity is higher normally than what it is in texas,statement
i think it was seven a what was it cubic seven yards cubic yards,statement
at least they don t have to drive all over town trying to find one guy,statement
d you know you don t even think about it if it s gone,statement
they try to do the f uh newspapers,statement
c and so we sort of didn t didn t continue it,statement
i i really like that concept,statement
c but you wonder how d well this thing,statement
c and i get the milk lukewarm,statement
you have to get cable to get those stations anyhow,statement
c and c and just the children were involved in the decision because it involved just them,statement
c and it became so onerous that we gave up on it laughter,statement
c and after three years of working at it i ve i ve been amazed at just what a little bit of doing pause help out things to the lawn has really brought it back,statement
they ve been a big drive in especially in the seventies to return back to the basics,statement
c but i think i would have had to work,statement
c and f uh they ve been there for years,statement
we hope that it will be d you know some sort of determ deterrent or you know an eye for an eye type thing or something like that,statement
c and my neighbors on either side of me have beautiful lawns,statement
e i mean it makes you feel really sorry for her,statement
ours ours is still kind of loosely organized,statement
c and i kept finding noise neighbors and friends,statement
i forget the name of the island,statement
i don t think i agree with,statement
i m a little behind on things,statement
c and it seems that they ve gotten over their bickering and their fighting as they problems they had in the past,statement
c but there s some differences in the immigrants,statement
c and we ll probably forget all about them d you know,statement
i had one of the ladies at church that tasted my coconut cream pie,statement
f uh we have a daughter in texas and one in new mexico,statement
well i think basically,statement
c so i think she was d you know bad f uh nutrition on top of it,statement
that d you know they kind of have an attitude that laughter i ha i hate to to say it,statement
do you have a favorite subject to read whether it be science fiction or or history,question
d you know they ve gotten to the point that where they don t weigh very much,statement
f um on a if you re doing it on a regular basis how often do you go,question
that s what it s called here in plano,statement
d well we hit them with more in one month than we used in three years the last three years of vietnam,statement
d well there must be a,statement
now i just have to finish it though,statement
c and f uh i ve just decided not to pursue it,statement
i ve actually i am reading a couple of different books sigh f uh,statement
i hope we re not too late with it,statement
f um f uh d well give me your first impressions,request
f um i m glad to see that,statement
i i don t think so anymore not with more becoming more conscious of f uh fat and cholesterol and and all those,statement
he s f uh been so mean to her laughter,statement
people just had a picture of carter as not being real capable,statement
f oh i d well i haven t seen either of those laughter,statement
have you d like worked on political action committees or something like that,question
we go in,statement
that was a good one,statement
c and he saw it,statement
i don t get i don t get a lot of f uh sometimes i don t get the current events d you know because that show kind of has feature stories that might not breathing throat clearing directly deal with f uh d you know some important issue on the day,statement
c but i can t relate to football because i ve never,statement
c and there s always that that chance that one or two people could be playing devil s advocate for a good reason d you know,statement
my tastes now run i guess to a upbeat f uh simon,statement
c and it s really discouraging to be in a phone bank and call people and not,statement
one is silence of the lambs,statement
or the ones that are are generated by a computer,statement
mine hasn t had any trouble except last week a shopping cart crashed into it,statement
not just overhead,statement
d you know it s like what can you do with that that you can t do in a self protection situation with like a seven or a twenty shot twelve,question
c and if you have children if you go to mcdonald s you co they have coupons or did have,statement
you know that they they now have a f uh i believe it s a federal law that you do not have to give your phone number on charge tickets,statement
have you ever used discover card,question
c but that s kind of like an insurance thing,statement
c but we d you know we like the the idea of having great extra quality d you know,statement
as a matter of fact another guy is building one now,statement
c and i don t think we should cut the money,statement
c and they had a church service ahead of it,statement
is texas one of them,question
c and even at that it would at least give the person time to look for another job because,statement
d you know you d have to cli d like come over they d have to come over the fence,statement
d well you have a good night,general
i don t know why i ask people on the weekends laughter,statement
when when i was young i went in and bought a uh or made a deal on a sixty,statement
c and then i ll show them we can play golf in the middle of winter when we can t do it back home,statement
c and f uh their pastas were great,statement
he s working at night tonight,statement
d you know f uh victor kiam owned the f uh the patriots,statement
c so i am just trying to perfect some things,statement
f uh i m not altogether sure that that s my best topic f uh,statement
i don t get to read it as much as i like,statement
f uh i personally had a little experience the other day,statement
c but on the other hand,statement
it it really just turned out nicely,statement
d well we re doing it for a church choir,statement
c because i i really don t know,statement
c and then we take them take them in,statement
a lot of times you might just need to go now and feel file for it just like a business,statement
i i m an accountant,statement
c and then i just have the rest of my house with lot of hand painting in it,statement
because they know that that dog s going to bark,statement
i think the,statement
c but f uh i missed that one,statement
i d rather be outside,statement
like you re saying with alzheimer s and stuff they re going to be some people who have to be there,statement
c and i just thought it was so strange,statement
c but i meant for some when both parties agreed that yes we re going to have a judge here,statement
sh sh she s met them already,statement
c but football kind of after a while,statement
c and when i started there it was like you are mediocre,statement
d well breathing lipsmack i don t know if it s quite hit him hit them,statement
c but then what movie isn t anymore,question
it s this house built on on a waterfall,statement
in fact the the more urban we get with the television and the cabin and the whole bit it loses it s flavor,statement
c and we didn t have enough books to fill it up,statement
it s must be depressing to to walk walk the halls and see an and see all these other people who really don t know where they are,statement
laughter c but if i had the little red c r x,statement
c and if you re black and you kill a black guy d you know it s d you know two hundred hours of community service,statement
i we don t go out too often as a family noise f um unless it s static d like a fast food kind of thing,statement
c but i think trial by jury is it s a lot better than leaving it up to one person,statement
d well i loved that novel,statement
c so now i have to carry cash when i go to the grocery store which is new to me d you know,statement
how far away is it,question
c and f uh one thing they don t spend as much time just teaching reading and writing,statement
a little more attention to human psychology,statement
they don t have the hard body,statement
i think they ve gotten to be quite a joke the way the people can appeal and file for mistrials,statement
d so we re considering pennsylvania,statement
c and they had a maid that f uh f uh service that came in and cleaned everybody s house,statement
it s healthy,statement
c and you don t back them when they re not doing well laughter,statement
c and f um it was good and everything,statement
c and i m up in wisconsin,statement
just a touch,statement
d well not in my family laughter,statement
is she ol your oldest grandd child,question
c but that s one thing to be said for credit,statement
throat clearing e i mean certainly we took far more from mexico than saddam hussein ever dreamed of taking in in his wildest dreams from his neighbors,statement
c but it s true d you know talking kids in background,statement
is that is that hard,question
one of the things of course is everybody gets health care,statement
c and of course it doesn t fit right now,statement
c but it would be a very small one,statement
it was absolutely hideous,statement
you got another another thirty or forty thousand if you maintain them,statement
c and they don t they where she works they don t have anything like that,statement
c but f um for the most part i they they always had d you know,statement
c because f um d you know i just didn t want them to be exposed to a lot of things,statement
even good housekeeping i don t,statement
c and i have not seen the program,statement
c and they will gladly no questions asked take it back if for some bizarre reason you decide you don t want it anymore,statement
and i think it s frightening to them to see the roles switching,statement
c and they re selling drugs,statement
not critical at all,statement
i i go back,statement
c so they still have their own independence,statement
c but i remember reading something a few months ago about them signing somebody else on or or trying to go after somebody or trade for somebody,statement
very much,statement
if they had more money or more more resources to noise work more on rehabilitation,statement
i try not to use them too often,statement
there has been a lot of speculative building,statement
it s more hectic,statement
d you see d now that s that s interesting,statement
d well i know for sure it was,statement
d now i i know the ones where you re really ill we visited a long time ago when,statement
the last time they went up a friend of his wanted to go,statement
c so that was d you know nice that i tripped over this opportunity,statement
d so are you from texas,question
d see i never even heard that there was a book tied in with that movie,statement
c and i think this is happening some around the country in terms of f um morals trying to teach the kinds of things that that aren t getting taught at home and f uh and and respect for other people,statement
for me it s it s a real it s a real consideration f uh f uh,statement
when you,statement
c but throat clearing,statement
c or c and in our case we actually have one father who works part time a six,statement
do you know who the guy was that was playing the f uh the the wagon driver,question
yellow peppers f huh,general
c so i wasn t paying as close of attention,statement
a good another good example was i heard miles davis,statement
c and she said that she would really like to stay in her house as long as possible because it s her home,statement
c and i know that he would have sold out his mother for f uh f uh shorter sentence,statement
education happens to be one place where i think that we would foolish to f um f uh,statement
they live kind of in a the planes go right over from d f w,statement
c so you be will home with your kids i d you know,statement
i guess that s not an easy solution,statement
c or do you f uh have a lot of people come in and have to prepare for them,question
my husband never was either until he lost the weight,statement
i mean you know it i think it pretty much got sidetracked with uh with the panama and and with the c cent middle east problems,statement
e i mean the saturday night special stuff,statement
ways things we do,statement
you put these things on,statement
c and it was a very difficult choice,statement
c but my brother and his wife live in nevada my daughter lives in colorado one of my nephews lives in new york city one nephew lives in memphis,statement
c and i have a problem when they compare the kids in japan or germany to the kids here,statement
c and i work in the speech field,statement
d well f um my parents house is like three miles south of where the mason dixon line would have hit the ohio river had it,statement
they have choir that they go to d you know music,statement
c but f uh our water supply right now is bad,statement
c and i guess i was close to eighteen or something,statement
d you know we we ve got folks running around here who get who get degrees in basket weaving and,statement
i think that s that s the only thing i wrote down also,statement
i wanted to get a school that was small enough that was personable,statement
we re we re a wasteful society for sure,statement
they know what s good and what isn t,statement
i m sure texas probably still has some landfill space,statement
she does it all now for about ten years,statement
perennial,statement
c and f uh c and f uh they sent out the employee assistance cards for anyone that had any sort of drug problem or work related problem,statement
do you know anyone that f uh is is in a nursing home or has ever been in one,question
c but also a portion of the state tax that you pay goes back into the county that you live in to pay for the educational system,statement
c but if you had if you had f uh parents say or or or th grandparents whatever it is f uh who were ready,question
c and there s a flash flood watch and,statement
we have f um d you know,statement
and uh that can help to cut pollution i guess some,statement
reams of paper come,statement
c but they would rather have it private,statement
that s the way to do it e i mean that s the smart way to do it,statement
f uh as i say i worked with,statement
the last movie i saw was the hard way with michael j fox,statement
it s harder,statement
it puts them in a very bad situation,statement
c and f uh i it s nice,statement
we ve been having trouble with it the past few years,statement
f uh the one of my friend s parents who went in because she had largely lost her abilities,statement
i guess when the veterans went to washington,statement
c so she went there for six years,statement
it will be forty hour week not no eight to five type of thing,statement
i had to get d like a first time,statement
i m at coit and legacy,statement
it s like get a painter d you know or something a artist,statement
c and f uh i think part of our pay is docked if we re,statement
it comes out just perfectly spaced like a block,statement
c and so we didn t really know we weren t supposed to,statement
i i kind of decided to wait until it it was around a while,statement
d well d you know you just have to decide d you know wha yo,statement
c and i never use them unless i need to sniffing,statement
f uh sales is lucrative,statement
c and then i gave it to a guy to repair who works for the aut for the audi dealer,statement
i don t ever hear it in the news here,statement
c and we just don t wear coats much,statement
d like all of the stations seem to be pretty good,statement
c and this guy comes over,statement
c and i m getting married in october,statement
it s means they have to drive a little bit,statement
he he s very conscious of of passive smoking,statement
that was the way to travel,statement
i would think there would be,statement
c and they they blew all that and borrowed enou more money than they can pay back now,statement
c and whether it s alzheimer s or what it is,statement
and it was probably not that bad,statement
it was really terrible,statement
that might be good though,statement
c and i always give her a hard time whose toothbrush did you really use this morning laughter,statement
c and f uh that really should be in your bu,statement
accessories,general
c but anyway he brought this home,statement
is there s a lot of disparity between different neighborhoods and what sort of schools go in,statement
c and then when it came out all i heard was just f oh how bad it was that i didn t even want to get it,statement
it s a whole new,statement
you just rinse it off after the winter is over and,statement
you either hear the cli as soon as you say hello you hear the click of the recording coming on,statement
c but as far as any formal budgeting f uh d you know i i we just apparently have been very fortunate,statement
then you start looking at it,statement
c and so there s f uh there s plenty of scholarships out there,statement
which was an interesting movie but not very funny,statement
the month after christmas is supposed to be high spending because everything is on sale,statement
c and i ll holler and tell my cat nikki,statement
c and it s just that it doesn t keep your feet quite as warm because you do it in strips like that,statement
c and i really think that it s exciting that you re going to try the sponge painting,statement
good talking to you michelle,general
just leave them alone,statement
d well our house in new mexico it was stucco,statement
c so we when we go we have about do about fifteen miles a week,statement
f uh my husband has a grandmother that lives with his mother,statement
you just have less a variety i guess,statement
c and you know the funny thing is now that i have a large kitchen with a big island and that i still have people trying to come d you know,statement
i can t really think of anything that invades my privacy,statement
it s something it s some weird name of a credit card,statement
c and they look at you right in the face,statement
c and f uh my husband was was,statement
c and f uh it seems that business wise f uh in the business community e or your employers seem to be taking more and more time away from the family,statement
this is totally accidental that i have to talk about this topic,statement
if given the choice i m getting out,statement
since it s his money anyway d you know,statement
did you go fishing,question
you have health insurance,question
i wish i had the answer for that,statement
i m i m talking to you from dallas right now,statement
f uh san jose actually has a pretty good record in terms of being relatively low on violent crime,statement
maybe on smaller smaller scales,statement
that s why i m in college laughter,statement
c but it should be a standard and and not left up to either the whim or the current overhead rate t f uh that s running in each department,statement
it was kind of funny,statement
that that s that s the state that got was famous when they noise executed somebody,statement
we ve taken out the glass and most of the windows and the sashes and replaced them,statement
c and i wasn t really happy with the particular one that i was working in,statement
they did not show them care to these small children who are being left,statement
f um my husband bought me d like f um f uh child whining i think pretty in pink for my birthday,statement
i don t know whether that s an invasion of privacy just being loud and and annoying d you know,statement
c or d you know they could learn something and maybe help other people at the same time,statement
c because he used to hunt years ago,statement
twenty eight,statement
when you are talking again f uh billions and trillions of dollars,statement
d you know we ve got so many domestic problems,statement
one year down in florida on a vacation for father s day my kids years ago maybe f uh ten years ago go bought me a skunk from a exotic pet shop,statement
real scruffy looking,statement
f uh my daughters marched in the f uh f uh against the seabrook,statement
what did you major in,question
c but it couldn t cost any more money than we re already spending,statement
we c but we bought a van last year,statement
c and f uh it pretty much does everything i need it to,statement
well you know how you left it the day before,statement
i think you need to pick that up and read it,statement
d like if i if i put her in a room all by herself and close the door and leave her there for a few hours f uh because i was going out she would f uh break something or rip up the carpet or do something just to f uh to to let me know that she was unhappy with what i did laughter,statement
i ca it s hard to believe,statement
c and we have d you know an acre an acre and a half that the house is sitting in the middle of,statement
c and he had his swimsuit on,statement
c but those people never get caught,statement
i ve been retired from t i about a year,statement
c and then i have a sister that lives in austin,statement
there s this one sign s kind of funny,statement
we have some friends that live near north dallas off of campbell road,statement
c and we ll sort of deal with it i think,statement
f uh in fact f uh there was one lady in this area,statement
i haven t seen the electric company in a long time,statement
c and i worked third shift for a good part of my life just so i would be home with them,statement
i m not sure if i really want,statement
c so does detroit e i mean c so does chicago d so do all three of them do,statement
even with the gasoline tax,statement
have you been able to do that all along,question
sigh d well i have f uh two kids,statement
c and i am f uh i do not have any motivation to just go out and jog aimlessly or something like that,statement
c and c and that she has a whole bunch of kittens,statement
d so we re d you know we don t have that,statement
is he going to be impartial,question
c but in michigan you can get twelve inches of snow,statement
we always check and see if we should answer the door,statement
c and so i ll be in jeans one day,statement
it s not where it s it hurts your ears to hear it,statement
c but that s how we got into a problem,statement
c and just somehow it doesn t seem d you know,statement
f huh d well you might want to get yourself f uh an animal that doesn t require much attention like a cat,request
saturns you can t go to a dealer unless you go to a a saturn dealer,statement
is it affordable,question
c and spanish is,statement
c and all on the job too,statement
it s funny when you were talking about sewing i love to do anything by hand with a needle,statement
maybe this is a fantasy we can to talk about any kind of car,request
i grew up in a real small town in florida,statement
c so i see a lot of f uh verdicts that are breathing pretty crazily decided f um by juries particularly,statement
i i d hate it d you know,statement
c and i really wish we would have let him go where he wanted to go originally,statement
and spend a day doing,statement
even if you don t have your major decided on have an idea what you think you might want d you know,statement
brings it to life,statement
laughter d well,statement
i f um find exercise kind of a task i guess i d say,statement
c and c and drugs have f uh long lasting effects,statement
c and we broke that out of there and put it over our f um hole,statement
c and my sister and and her husband are coming down,statement
he likes to rent them,statement
laughter f um have you done your attitude survey for this year yet,question
he makes you take off all your clothes,statement
we rented a car and drove pretty much everywhere,statement
yeah f uh,general
what what do you do,question
f oh i f uh like sports type things too,statement
c but when they got older i wanted them to be in a school type situation three i think they were both three when they started where they could learn to interact with kids and,statement
f um d well it s just that you have to have f uh you have to be able to get your program in,statement
c but i ve got out of the habit of listening to the radio,statement
c so it s f uh it s going to be exciting for them and for us too,statement
