text,intent
"using your Social Security number, of course, permits people to do that -- /",statement
Do you work for T I? /,question
Yeah.  /,general
"F Oh,  really. /",general
Do you have any kids? /,question
Uh-huh. /,general
"((   ))  D you know,  I don't want to pay more than I have to, /",statement
C but  it went down to like seven hundred and twenty -- /,statement
C And  this would give them a  chance to have some positive self-esteem. /,statement
C So  they're putting radioactive waste in it which reduces it dramatically. /,statement
Yeah.  /,general
"C But,  I like to look at the flowers.  /",statement
my mother got a piano  /,statement
Oh. /,general
"D So,  F uh,  F uh,  what are the laws like in Texas? /",question
Yeah. /,general
"I don't remember what it is now, four hundred  dollars for the month, let's say. /",statement
Right. /,general
"a lot [ of, +  F um,  of ]  a, F um,  winter produce comes from South America. /",statement
go ahead. /,request
Yeah. /,general
"I put it in the bedrooms and the bathroom, /",statement
Oh. /,general
"I haven't either, F uh,   /",statement
"If given the choice, I'm getting out. /",statement
"F Oh,  okay,  /",general
"F Um,  I've got a, F uh,  small distributorship, F uh.  /",statement
"[ her, + is her ] career, F uh,  related [ to, + to ] finance or accounting? /",question
"I got to shovel it all,  lots of fun. /",statement
"C and  the way it's being used now, it's like you listen to Bush [ is, + ] D you know,  - /",statement
"you probably don't know po-, -/",statement
"C and,  F uh,  he was in there for three months when I pulled him out  /",statement
"I think [ the + ] what was National Rifle Association, F uh,  had this bumper sticker a few years  back [ if, +  F uh,  about if ] you outlaw guns,  /",statement
"C And,   F uh,  what else are you planning to do, if anything? /",question
Yes. /,general
"I work around, D you know  a lot of teachers  /",statement
"or go into [ the, + the ] more depressed areas and help repair the houses. /",statement
"D So,  that is pretty much for  right now,  /",statement
I wish I could.  /,statement
Yeah. /,general
I was surprised. /,statement
are you married? /,question
"Yeah,  /",general
F Oh.  /,general
Uh-huh.  /,general
"F Uh,  <laughter> yeah,  /",general
Uh-huh. /,general
Uh-huh. /,general
"[ [ It, +  it, ] +  it ] varies.  /",statement
"F Uh,  we have a cousin that  lives in Philadelphia,  /",statement
"I think it's like ninety-nine point ninety-nine think it is,  percent.  /",statement
Yeah. /,general
"[ You, + you ] may have stood there and seen it.  /",statement
"[ I, + I'm ]  kind of biased, too, because I don't do drugs  /",statement
(( Right )) . /,general
It was a lot of fun /,statement
Yeah.  /,general
"D Well,  it is like, [ wel-, + ] the one that I worked in, F uh,  you would see some of them just like in wheelchairs all day,  /",statement
C and then  there's other departments --,statement
Uh-huh. /,general
Uh-huh. /,general
C and  that was really fun.  /,statement
"[ are your ba-, + are they babies ] or, -/",question
-- C and  we tried to argue that he should get more salary for that --,statement
"F Uh,  some of the  tracking control things and skidding control things for up north.",statement
Thirty-one percent of all Texas children --,statement
Yeah.  /,general
Sure. /,general
Yeah. /,general
We've lived in ours for about six years.  /,statement
"I don't know [ how hard, + how hard ] is it, F uh,  in the public school system  in Iowa City?  /",question
"C and  it's <baby> just [ a, + a ] very handy tool to have. /",statement
Uh-huh.  /,general
Oh. /,general
Yeah.  /,general
"D Well  hopefully this  one here, Cocoa will live a full life <laughter>. /",statement
Yeah. /,general
Uh-huh. /,general
"Well, it's been nice chatting with you. /",general
"D Well,  how many credit cards do you have? /",question
C and  his family's --,statement
"C so  I'm hoping that, F um,  it won't be too much of [ a, + a ] problem. /",statement
"C And  it is like they feel, [ they are, + ] F uh,  A the way my mother would put it  like somebody had thrown them away <laughter>.",statement
"C and  [ he, +  he ]  sometimes makes a huge [ spot o-, +  F uh,  pot of ] spaghetti -- /",statement
"D Well,  I really do, F uh,  D you know,   /",statement
Uh-huh. /,general
"F Oh,  that's a good place,  /",statement
"[ [ [ I, + I'm, ] + I'm, ] + of course, I'm ] a T I -er,  /",statement
"Right,  /",general
"D Well,  when I was single, [ I used to, + F uh,  I think ] my favorite meal was [ a, + a ] baked potato. /",statement
Yeah.  /,general
"D Well,  [ I, + I ] do, F uh,  F uh,  programming for C N C turret presses and --",statement
"C but   leasing wouldn't, - /",statement
Uh-huh. /,general
Uh-huh <<pause>>.  /,general
"They have to,  /",statement
"yeah,  /",general
"it is neat though because  there are lots of lakes, fairly near by,  /",statement
"I mean at one time they would go into the service,",statement
Did they have a trial by jury for him. /,question
Yeah. /,general
"-- C and,   F uh,  I bought that used.  /",statement
C and  I started hunting when I was twelve years old.  /,statement
That's one of the places I would most like to go.  /,statement
"D Well,  [ I, +",statement
-- you've got to have something to --,statement
Uh-huh. /,general
They're consistent.  /,statement
"Every now and then we have to kind of go and say, now don't bother this <laughter>, D you know.  /",statement
C and  they're just beautiful. /,statement
Oh. /,general
"C And,   E I mean,   I think that's  bad.  /",statement
C and  twenty percent would be one thirty. /,statement
"Mostly, it's my husband  /",statement
"-- it would have been hard,  /",statement
"-- C and,  D you know,  they can get hurt a lot easier. /",statement
C and  we don't even look at the menu  <laughter>  . /,statement
"E I mean,  it's one thing that I, and the college knows that  /",statement
C and then  there's the paper and plastic bag question. /,statement
"I don't like the new style, like of the  Toyota van,",statement
"We don't get to go that often,  /",statement
"You can go,",statement
"Our name is on the till, /",statement
C but  they're not the high paid --,statement
Yeah. /,general
C so  it's been good for our family. /,statement
"Yeah,  /",general
"C but,    F uh,  I remember working on those cars,  /",statement
we're not feeling too well over here  /,statement
Good-bye. /,general
Yeah.  /,general
"F Oh,  okay. /",general
Do you get paid for these? /,question
"D Now  whether they finally got it or not, I don't know. /",statement
Most of them are too scared to do anything about it. /,statement
"Yeah,  /",general
"C and,  F uh,  it's a real shame from what we had before, F uh,  because we're, -/",statement
Bye-bye. /,general
"Right,  /",general
"Some of it kind of falls in the rap category I guess,  /",statement
Uh-huh. /,general
I just can't understand that.  /,statement
"Whereas in the paper, I like to read the articles because they get every side, every single side,  /",statement
"G M, F uh,  Chrysler announced that they're going to, they're, - /",statement
"D Well,",statement
the kids I've worked with so far have been Spanish speaking. /,statement
you'll  be able to just give it commands  /,statement
Uh-huh.  /,general
Right <laughter>. /,general
"C but,   F um,  [ they, + they ] are monitored [ by the, + F um,  by the ] State School Board. /",statement
and I think it's neat. /,statement
I didn't.  /,statement
"C and  [ we have, + we have ] some more that need to be done, /",statement
Good-bye Sharon. /,general
C But  I also love sports.  /,statement
"[ I, + I ] do it every morning --",statement
"C and  I don't go all that fast, but [ the, + ] F uh,  [ it, + it  ] just doesn't hold.  /",statement
Uh-huh. /,general
T I doesn't quite always do it right.  /,statement
Yeah.  /,general
I've got a sixty-five Mustang  /,statement
"We're having [ a, +  an ] architect  friend of mine design a house for us  /",statement
"C And,  F uh,  the speech laboratory does some work with, F uh,  T I,",statement
"C but  again [ we don't, + we don't ]  generate that much  /",statement
I tend to eat expensive food.  /,statement
"C And then  there's other ones that, F uh,  deal with, F uh,  in a funny manner, F uh,  socially relevant things. /",statement
"C and  I probably, - /",statement
Yeah. /,general
Yeah. /,general
A lot of people just don't have time to read nowadays. /,statement
"F Oh,  mostly we catch  carp.  /",statement
I'm not sure  --,statement
they just wanted to try and catch him in something <laughter>. /,statement
"C and  D you kno-,  I have lot of friends right now that, F uh,  have young  children  /",statement
"not, D you know,  nearly as many as what's actually in the District.  /",statement
"Yeah,  /",general
They have built up one mountain.  /,statement
"F Oh,  [ [ it is, + it's, ] + it's ] a lot of fun, especially if you can find somebody [ that's, + F uh,  that's ] got the same level of interest.  /",statement
"in fact on the news last night we were watching this, F uh,  man who lost his ten year old daughter.  /",statement
"[ I, + I ] think, that, [ that, + that's ]  a terrible thi-, D you know,  - /",statement
Yeah.  /,general
It's a lot more fun when your not fighting a crowd. /,statement
some stay for longer. /,statement
"Yeah,  /",general
"we don't as much anymore,  /",statement
"C But  it does seem, D you know,  -/",statement
C but  it's been so long since I --,statement
"D See,  I went out to Payless Cashways here a couple of days ago, as a matter of fact, and got me one of those little can crushers that I could put on the wall -- /",statement
"the thing is, F uh,  when we moved in they had just, F uh,  painted,  [ wallpa-, +  we're, D you know,   wallpapered, ] new carpet and everything  /",statement
"C But  it's always the rich person that gets into government.   That has the money to advertise, the money [ to d-, + to do ] this.  /",statement
"C And  you can figure up exactly  when like the eighteenth month of a loan, if you make like a four hundred dollar payment  over and above your house payment --",statement
C So  all the dieters would be happy <laughter>. /,statement
Uh-huh. /,general
"F Oh,  right. /",general
Uh-huh.  /,general
"[ C And + C plus  ] the place that I'd bought them all had gone out of business,  /",statement
Oh. /,general
C And  where are they at? /,question
"D Well,",statement
"<<Pause>> C So,  you're right,  /",statement
"especially for small children, F uh,  - /",statement
"D well,  [  I, + I ] think we have exhausted my pitifully small knowledge --",statement
Uh-huh. /,general
You mean the crimes  or the punishment should fit the crime? /,question
"F Oh,  okay. /",general
"C and  we're all pretty much alike, /",statement
"Doesn't mean they have to be, uh, - /",statement
F Huh.  /,general
C but  --,statement
Yeah. /,general
"D Well,  F uh,  guess it's logical to ask,  do you exercise any? /",question
"[ C But,  + C but  ] still it's interesting that, D you know,  [ he, +",statement
Okay. /,general
"[ That's, + that couldn't be ] too far from you, neither. /",statement
"Everybody is,  /",statement
C And  you've got to admit that Congress does kind of look at things that way. /,request
"But enough to, make it have a little bit more flavor. /",statement
"C but   [ [ it, +  it, ] +  it ] kind of broke down that you couldn't really see,  /",statement
"I think it's very hard for her, F um,  to be waited upon, so to speak,  /",statement
Yes. /,general
C but  we're even getting it here.  /,statement
Yeah. /,general
"F Uh,  I haven't had a minute's trouble with it -- /",statement
Uh-huh. /,general
"C and,   F um,  I just got it about [ eight, +  six ] months ago -- /",statement
"[ [ [ I, +  I, ] +  I ] know, +   I just know ] you can't.  /",statement
"C but  no one talks about, D you know,  F uh,  - /",statement
"since living in Dallas it's always so hot,  [ so + ] in the summertime, I just, [ I + ] wear lots of shorts,  [ so + ] because I don't work during the day. /",statement
"C and,  F uh,  he only gets seventeen miles a gallon. /",statement
C and  they want to become industrial -- /,statement
Yeah. /,general
Uh-huh. /,general
"[ You, + you ] ever been to Vincent's? /",question
Uh-huh. /,general
D Now  how do you mean that?  /,question
"we all look forward to, - /",statement
"-- C but,  F uh,  [ I usually, +   I usually like to make spaghetti or  soup or chili or, D you know,  something like that --",statement
"I work a nine ten school,  /",statement
Uh-huh. /,general
"C But  now I think there are tests that can be conducted, F uh,  to tell whether or not the puppies [ have the, + have it. ] /",statement
"I think it's going to be warm enough this afternoon, we were noticing a while ago it's already eighty [ in, + in ] the house.  /",statement
"F Oh,  F uh,  C and  I was routing for the Twins myself because, F uh,  [ they, + ] a couple of Ranger players that I had watched when we first moved here, F uh,  went to Minnesota,  /",statement
Yeah.   /,general
Uh-huh. /,general
I know --,statement
Yeah. /,general
"hopefully they'll sell the house,",statement
"C and  [ the, + the ] problem with that is, D you know,  when you leave a job, you can continue your benefits for some  (( finite ))  period of time. /",statement
Uh-huh. /,general
"C And  what you find out is, [ there's, + ] one evil is the same as the other.  /",statement
"They are bringing [ offices, +   E I mean,  [ jus-, + ] E I mean  big businesses ] into their home.  /",statement
C but  I really don't know what they're all about. /,statement
C and  I haven't tried another one. /,statement
"C But  it's just, D you know,  leak, leak, leak everywhere.  /",statement
I love those pink flowers.  /,statement
Uh-huh. /,general
Yeah. /,general
I have an unlisted number  /,statement
"-- C but  you have to have a very good sense of saving, [ and + or ] --",statement
Uh-huh. /,general
they don't want you on the jury. /,statement
"F Um,  C and,  D you know,  F um,  in general it really isn't the food that is eaten in Israel.  /",statement
"credit cards run, A what,  anywhere from, up to eighteen, nineteen percent, I guess. /",statement
I haven't --,statement
"E I mean,  they use the litter box.  /",statement
Uh-huh. /,general
"Do you think that's why most rock stars nowadays keep their marriages secret, or at least they keep it quiet. /",question
"D well  Supreme Court, - /",statement
"because a lot of people seem to stagnate once they get into position,  /",statement
"for as far as, F um,   I would think [  the, + probably the, ] F uh,  worst substance that's probably, F um,  - /",statement
"D Well,  what did you do when you helped these people? /",question
C so  that delays it for a few years just right off the bat. /,statement
"Yeah,  /",general
C And  we did that pretty successfully for about three months  /,statement
I make a mean spaghetti. /,statement
It's not the church I go to  /,statement
"F Uh,  she's, F uh,  however, getting a little old  /",statement
"I had occasion a couple years ago to hear the [ r-, s-, + ]  Chief of Police of Richardson, Texas speak  /",statement
Yeah. /,general
Uh-huh. /,general
Yeah. /,general
"C and,    [ as a, + as a ] westerner in India, [ and + ] I was often surprised,",statement
C And  she's just drastically moving her eyes from one side to another and  things like that. /,statement
"I like  the director a lot, F um,  a guy named Tim Burton. /",statement
"Obviously, [ there's, +  F uh,   D you know,  there's ] a lot to learn, F uh,  after that.  /",statement
C But  I like this Sandy Johnson. /,statement
"C and,   F uh,  I've also never been a victim although [ I have some, + I have two ] friends whose wives were murdered  /",statement
it really is.  /,statement
C but  I didn't recognize the name. /,statement
Uh-huh. /,general
"[ [ I, + I, ] + I ] don't know what the likelihood of that is,  /",statement
Uh-huh.  /,general
C but   (( that's ))   the same  /,statement
"C So  [ it's, + D yeah,  it's ]  not really a local, D you know,  -/",statement
Go ahead. /,request
It's sad. /,statement
Yeah. /,general
Uh-huh.  /,general
Uh-huh. /,general
-- C and  other major countries are higher.  /,statement
"[ It, + they ] are just gems of shows.",statement
"D like  just over the weekend I visited my family, and some cousins I hadn't seen in a long time,  /",statement
"[ C So  I, + C so  I ] think, D you know,  we're probably reaching a successful stage [ and, + and ]  just with voluntary,",statement
"the crayons that are sticking up, it will be the headboard -- /",statement
C but  I did run a child care facility for a while. /,statement
"F Oh,  okay.  /",general
C And so  that's when  I was  --,statement
"-- D you know,  C and  of course, F uh,  naturally WALL STREET JOURNAL, D you know  --",statement
"D Now,  [ i-, + in ] terms of economics I'm not, - /",statement
Right. /,general
Thanks so much.   /,general
"[ I just, + I'm a ] [ college + ] student  /",statement
Few cucumbers. /,statement
It's very easy. /,statement
I had just moved away from home and got my own apartment.  /,statement
Yeah. /,general
"my mother feels uncomfortable around my sister,  /",statement
Uh-huh.  /,general
Uh-huh. /,general
"last time my mother went down there to visit [ the, + the ] place where my grandmother was staying at was so overrun with roaches that, F uh,  [ she even ha-, + ] D you know,  they went in and  she had roaches crawling on her.  /",statement
"C And  I realize [ that + that, ] E I mean,  I can take  that for granted  /",statement
"Yeah,  /",general
"I guess I've been,  [ con-, +  kind of considering ] it.  /",statement
Okay. /,general
"D Well,  what [ I think, + I think ]  the difference between now and then might be, A this is just a might,   is we were the first generation that was  ((   ))  in elementary school. /",statement
Yeah. /,general
"[ C So,  +  F uh,  C and  ] I was off,  D you know,  doing, D you know,  [ hou-, +  household ] type things.",statement
Right.  /,general
"bye, bye. /",general
"Yeah,  /",general
"C but,  at home, F uh,  the recorder gets my calls. /",statement
C And  how old's the youngest? /,question
"Yeah,  /",general
"I think it's in Canada they're using, F oh,  recyclable milk jugs, plastic milk jugs,",statement
C and   --,statement
"F uh, then usually they, F uh,  /",statement
Yeah. /,general
"C and so,  I hear [ hor-, +  horror ] stories from friends of mine  that they could never see their instructors,  /",statement
Yeah. /,general
"C and then  D you know,  talking about that so far as Christian life, too, - /",statement
I think maybe  we can  --,statement
C but   they leave out a real news issue to  devote to one of their local pet projects. /,statement
Uh-huh.  /,general
"C and,  D you know,  they just haven't  [ done + ] a real complete case here to my thinking. /",statement
What did you think of the World Series? /,question
"C But  [ we are, + F uh,  we are ] high enough that [ our house itself + we ] never, D you know,  have had any problem like that. /",statement
Yeah. /,general
"D Well,  this is a pretty good deal. /",statement
yeah. /,general
"<child_talking> <<resumes talking to speaker>> F Oh,  my little girl is in the second grade, told me to tell you that Shboom means good-bye in the Israeli language. /",statement
"D Well  if you double the tuition, it would still be considerably less than the public school tuition in most other states. /",statement
"C And  you can look at [ the, + F uh,  the ]  track record on,",statement
"C and then  we took about three months [ and, + F uh,  and ] adjusted,",statement
"C So,  I guess you're <laughter> better off sitting behind a bus than a car although [ I can never, + I could never, ] F uh,  really [ [ a-, + a-, ] + ] rationalize that while I was sitting there <laughter>. /",statement
You know what I mean.  /,question
We generally have a concert every other week  /,statement
"F uh,  way past time <laughter>. -/",statement
Yeah. /,general
"C and  [ he, + he ] was still the house husband.  /",statement
"C but  she never would buy me like the new designer jeans that had come out that were thirty dollars,  /",statement
Uh-huh.  /,general
Something else to do about it.  /,statement
"[ C And,  + C and,  ] [ in-, + incorporating, ] D you know,  reusable materials [ into [ your, + F uh,  D you know,  your -- ]",statement
"Yeah,  /",general
"-- several of  the things you mentioned  were the things that, F uh,  our son has talked a lot about Texas A and M.  /",statement
the hand's about  the size of a cricket.,statement
"They'll say, so and so from TWIN PEAKS, or something, D you know.  /",statement
"I always try to read the Sunday paper just because it usually gives a summary of [ the, + the ] week's hot  events.  /",statement
"C and,  F uh,  I know how it made me feel.  /",statement
"C But,   F uh,  [ cool, + always cool ] in the evenings.  And [ warm, + warm ] in the Summer,  /",statement
Have you ever been out here? /,question
Uh-huh. /,general
C but  they still wanted to be their own person out in the work force. /,statement
Uh-huh. /,general
Yeah. /,general
We rarely have to take those things in too. /,statement
Yeah.  /,general
Really. /,general
They're not a slug. /,statement
The problem is she's a school teacher  /,statement
C and  I just get kind of tired of all that. /,statement
"They say they're, F uh,  remarkably incompetent. And,  F uh,  don't know what they're doing   C and  say one thing in the courtroom and then as soon as they get in the back room they just start letting all their prejudices hang out [ and + ] [ to, +  to ] air, and all that. /",statement
C Because  they want to implement a refund on cans and on plastic bottles and everything. /,statement
they don't know what snow is.  /,statement
"C but  it was all, F uh,  really expensive <laughter>. /",statement
glad to <noise> hear that.  /,statement
"-- C so  [ we don't, +  we don't ]  get a lot of time to just vacation.  /",statement
"C and then  they'd,",statement
"[ They're, + D you know,  they're ] hearing somewhat  about it.  /",statement
Right. /,general
"a lot of the youth that I come in contact with  [ are, + ] they say F oh,  I want to be a doctor, I want to be a lawyer.  /",statement
Uh-huh. /,general
A little Sesame Street one -- /,statement
Yeah. /,general
"[ I'm, + I'm ]   real nervous every time [ I, + I ] open a new can.  /",statement
"C But  she would have to cut out different colors,  /",statement
"C but  on the other hand [ it's, + it's ] fairly impressive to watch them, D you know,  walk into the room with gallows.  /",statement
C And  it was weird.  /,statement
"F Uh,  course I'm a mechanically inclined  kind of person,  /",statement
Okay. /,general
"<Beep> Hi,  /",general
"[ We, + we, ]  D you know,  put, - /",statement
"D So,   I believe them  /",statement
Uh-huh. /,general
"Yeah,  /",general
C But  there are a  lot of Ranger fans around. /,statement
"[ it's, + it's ] before.  /",statement
"C But  [ I was, + I was ] trying to  get my, F uh,  kids, D you know,  to see different things that we could come up with for recycling purposes. /",statement
"D Well,  [ that, + that ] makes sense, it really does.  /",statement
"F Oh,  really. /",general
Yeah. /,general
Yeah.  /,general
C But  I'm not big on subserving as far as  <laughter>  --,statement
"What about tomatoes,  /",question
"[ I, + I ] have seen that  /",statement
C and  I think those things do make a difference  /,statement
Yeah.  /,general
"C and  I know they're dying everyday,  /",statement
C and  that's not just the driver and the passenger  /,statement
-- wasn't that something of him. /,question
"D Well,  here in Saskatoon, F uh,  <inhaling> much the same thing.  /",statement
"Yeah,  /",general
"-- C and,  F uh,  of course, there's lots of mountains around there to camp in, [ and, + and ] streams and stuff.  /",statement
"-- C and,   F uh,  [ when you, + when you are ]  selecting a jury and you are doing it partially [ if, + if ] not entirely on the basis of which  color representation you have --",statement
Uh-huh. /,general
Uh-huh. /,general
Yeah.  /,general
"C and  [ I, + I ] still try to keep up with Buffalo because [ they just, + they just ] impressed me as being so efficient  /",statement
I'm not saying that I do either  /,statement
Uh-huh. /,general
"F Oh  [ that's, +",statement
"C And  my husband being a T I engineer,  /",statement
Uh-huh.   /,general
it's not that far of a drive  /,statement
"-- C but,  I thought, wow, this is really hard,  /",statement
At Georgia Tech. /,statement
"C because  [ they, + they ] understand people more,  /",statement
"F Um,  I think that in this day and age everyone needs to have some sort of exposure to community service  /",statement
"D Well,  great.  /",general
"I'm doing my Masters  [ in, + in ] computer science and computer engineering. /",statement
"Two weeks later I get another letter, even nastier,  /",statement
"F Uh,  /",general
"he really wished he could be here, rather than there. /",statement
"usually,  F uh,  my husband was seldom home for maybe forty-five minutes or so  /",statement
yeah. /,general
C But  when time came to direct their ability to make choices --,statement
Uh-huh. /,general
What? /,question
"Yeah,  /",general
I like that.  /,statement
[ C and  + --,statement
"[ C And,  + F uh,  C so,  ] I don't mind [ having, + having ] to wear a uniform, because I don't have to buy, D you know  --",statement
D like  --,statement
"Course, [ I, + I ] know you can't be a hundred percent foolproof. /",statement
you go through college  /,statement
C and then  I'll show them we can play golf in the middle of winter when we can't do it back home. /,statement
"[ Do you, + F uh,  have you ] ever used an oil base paint? /",question
"D Now  I figure [ th-, + ] F uh,  anybody that is dumb enough to iron, needs to have an iron that will last a long time,  /",statement
"C and  when she stood up, it caught and broke  /",statement
"the French occupied it,  /",statement
"He's got some real, - /",statement
"D Well,  it sounds like I'm being paged otherwise. /",general
"Okay,  /",general
"my family was real liberal,  /",statement
C and  they're D like   one of the best teams in spring training so far. /,statement
F Oh  yeah. /,general
"[ [ I, +  ideally,  it  wo-, ] +  it would ]   be nice to be able to just have, D like,  back in the old days,",statement
Oh. /,general
Yeah. /,general
"F Uh,  I will probably stay with a foreign make. /",statement
"C so  I started,",statement
"C and  that's it,  and some hard-boiled eggs. /",statement
"[ I was, + I was ] [ at a, + at a ] party on Saturday,  /",statement
Yeah. /,general
"I would like to try the old recipe though, of cooking it,  /",statement
Yes. /,general
"D Well,  there's so many people who have never, D you know,  even gotten to do that, /",statement
"[  They have the, + F uh,  they have the ] gloves on the paws  /",statement
Yeah. /,general
Uh-huh.   /,general
it is.  /,general
"-- D you know,  D you know,   anywhere from rifles and semiautomatic weapons and  <breathing> [ there's, +  E I mean,  there's ]  nothing.  /",statement
"[ I was a-, + I was ] first generation going to college in my family. /",statement
Uh-huh. /,general
"F Uh,  D you know,  I guess last time I did it before that was college, which was about ten years ago. /",statement
"C And  the question is, [ how much of it + E or  how, some of it, ] - /",question
"C but  that's hard, <laughter> D you know.  /",statement
C and so  that's what I got my certification in. /,statement
"C But  [ I, + I  ] think lately PRETTY WOMAN'S been my favorite.  /",statement
"F Uh,  customer of mine has a parrot,  /",statement
"[ C And,  + C and  ] [ [ I, + I, ] + I ] really feel [ [ that, + that, ] + that ] is part of the problem that [ we, + we've ] let things get so out of control [ that, + that ] we don't want to put the brakes on them. /",statement
Uh-huh <noise> <<water sound>>. /,general
"C and  I did watch a lot of SESAME STREET and a lot of ELECTRIC COMPANY, as well. /",statement
"Right,  /",general
Uh-huh.  /,general
Bye-bye.  /,general
"it was one of these fish that [ [ i-, + it ] would eat, +   it ate ] a big other fish and things like  that.  /",statement
"F Uh,  do you sell them? /",question
Uh-huh. /,general
you could probably do that.  /,statement
Oh. /,general
Uh-huh. /,general
Uh-huh.  /,general
they have fifty thousand students there.  /,statement
Oh. /,general
Yeah.  /,general
"F Uh,  Detroit this last time. /",statement
The only one I know  --,statement
C And  I had a great time doing that.  /,statement
Yeah.  /,general
Uh-huh. /,general
"D Well,  D you know,  it seems like, D well  you go to work every weekend.  Play, maybe, one, two tournaments a month.   You come in about tenth,  you'd still  --",statement
C So  you definitely get to try before you buy. /,statement
"F Uh,  the only thing I don't like  about it, especially with teenagers, is [ that +  all the ] violence, the sex,  the nudity and the curse words --",statement
"C and  they're freezing cold back there,   /",statement
"is it Sammy Smith,  /",question
Uh-huh. /,general
"D Well,  [ [ they, + D yeah  they, ] + they're ]  a lot of bulk, anyway -- /",statement
"Are you familiar with what a  Serger is, F uh,  the Serger Sewing Machine? /",question
"it's not as sound intellectually, but, like you said E I mean,  come on.  /",statement
"All right, this is easy for me since I, -/",statement
"Isn't that something,  though,  /",question
F Huh.  /,general
"I had [ gone, + gotten ] up regularly for awhile with a neighbor.  F Uh,   /",statement
"E I mean,  [ [ you, +  E I mean,   it's, ] +  it's ] funny because technically you do.  /",statement
"C and  she was born and  raised there, and educated there, college and everything,  /",statement
"for someone who doesn't garden, I'd say, [ that, + that's ] my biggest recommendation is to, -/",statement
"D Well,  [ it, + it ] got all screwed up because I had a high deductible on the health insurance, no fault here,  /",statement
Right. /,general
"It will actually last me quite a while,  /",statement
"C and,  F uh,  I've always thought it would be so neat, even if it were just my immediate family, to have like a weekend type thing -- /",statement
"[ They, + their ] home is paid for  /",statement
"That was about [ a, + the ] Interior Minister,  /",statement
"C so  [ I, + I ] read all those things that, F uh,  - /",statement
They're open D like   two days a week  /,statement
Uh-huh. /,general
C but  I had two kids in the hospital in July. /,statement
"F Um,  what did you do when you did exercise regularly? /",question
"It's,",statement
C and  they are missionaries there  /,statement
"[ C And,  + C and  ] it's a kind of a touchy situation. /",statement
"D Well,  it has been real good talking to you. /",general
"the man always gets that chore,  /",statement
"C and  the middle grandson went there as [ a, + F uh,  D like  a ] preschool thing. /",statement
C but  I didn't care for it.  /,statement
"I just deal with them on the telephone,  /",statement
"D Well,  [ you are, + you are ]  well versed on the subject, I tell you. /",statement
I'm not sure what  /,statement
"We don't use the radio as a wake up,  /",statement
Uh-huh. /,general
"D so.   Had a lot of people out at work,  D you know,  for fishing, [ [ and, + and ] + F uh,",statement
