text,intent
"[ [ It, + like I said, it's, ] + it's ] an old house and  everything -- /",statement
Uh-huh.  /,general
Yeah.  /,general
"I know  ((   )) Valley,  /",statement
C but  who knows now.  /,question
"F Oh,   yeah.  /",general
"I've never done aerobics or  any sort of structured,  /",statement
"It's a Catholic, F uh,  retirement home for nuns.  /",statement
yeah.   /,general
"F Oh,  I know exactly where that is. /",general
It was everywhere. /,statement
"C so  [ I'm not, +  I'm ] more opinionated about the observations  [ than, +  than ] the true facts,  /",statement
Uh-huh. /,general
"Uh-huh,  /",general
"I came to the conclusion also that, D you know,  [ just, + ] if you are walking in a downtown area, D you know,  where there's a lot of crime, a lot of that's going to [ just, + just  ] keeping your senses about you [ and, + and  ]  trying not to look like a victim, D you know.  /",statement
You're probably right.  /,statement
"If you can do things together, that really helps a lot. /",statement
"then it works out to where, D you know,  you don't look at it,  /",statement
"I'd love to, /",statement
"is that kind of music <laughter>,  /",statement
"F Uh,  as a matter fact, I work out in the mornings.  /",statement
"C but  there's one in particular that is on both A M and F M  so I can listen to it without, F uh,  worrying.  /",statement
it doesn't matter if I have to wash it a hundred times or something. /,statement
"F Oh,  okay. /",general
"F Oh,  we're really excited about it. /",statement
"E I mean    I'm not all for smoking  at all,  /",statement
"C and  that's, F uh,  an interesting one for me to talk about since I have no children,  /",statement
"C but  people have really [ wizened, + D you know,  become wise ] about drugs -- /",statement
"C So  we started collecting them,  /",statement
"I've only been once so far, but had the opportunity a couple times since then.   /",statement
"C And  the closer that I get, the tighter that it gets.  /",statement
I heard Aspen got three feet. /,statement
"C but  F uh,  once I get to that stage where I'm not paying for something else --",statement
C and  we drove into San Juan to catch our plane. /,statement
U T A right here. /,statement
"C But,  I also wasn't the one in charge of it,  /",statement
"Uh-huh,  /",general
"F Uh,  it seems to be not difficult enough for students. Not challenging enough. And just not generally competitive enough.  /",statement
"Yeah,  /",general
"D Well,  that really wasn't too bad.  /",statement
C but  someone <squeak> has to pay for it  /,statement
"Yeah,  /",general
C and  I went skiing  /,statement
"[ C and,  + C and  ] a mother isn't an [ important + --",statement
I haven't the slightest idea.  /,statement
"E I mean,  F um,  they can deal with that --",statement
"F Um,  to give you an example, both of my children are in the academy system in the Garland School District, /",statement
There is always a state trooper down there. /,statement
Uh-huh. /,general
"F Uh,  one,  [ I, + like I ] said, lives [ near Maryl-, + [ in, + in ] around Maryland, ]  D C.  /",statement
"F Uh,  I guess Hawaii is one of my favorite places. /",statement
Right. /,general
C but   by the time I was in fifth or sixth grade anyway. /,statement
"C and  now, even the money that's been raised for the local districts [ is being, + is going ] to be siphoned off and sent to other parts of the state. /",statement
Uh-huh.   /,general
it's not a senior  citizens home.  /,statement
C And  it is good for the kid  /,statement
I think there should be a  core minimum that they get -- /,statement
"Right,  /",general
"One of the people from my department, I think  used to take a lot of the stuff to a recycling center that was for the benefit of the  Dallas Shelter. /",statement
"Very few, F uh,  assaults,  /",statement
"I think pretty much you summed up [ [ my, + my, ] + my ] motivations also. /",statement
C but  there is no known cure now. /,statement
they seem to actually have mechanics there. /,statement
I probably won't make anything beyond this blanket <laughter>. /,statement
"F Uh,  one of the things I love to do, eat out.  /",statement
Yeah  /,general
Right. /,general
"C and  both of them were on playoff teams, F uh,   /",statement
Uh-huh. /,general
"F Uh,  [ [ [ you, + you, ] + you, ] + you ] do that by, F uh,  F um,  - /",statement
"yeah,  /",general
they went to a trial by jury.  /,statement
Uh-huh.  /,general
"C and  they, D you know,  had done such a good job.  /",statement
"D Well,  [ we, + we ] were out visiting one of our kids in  Maryland,  /",statement
Uh-huh. /,general
Was it bad? /,question
Uh-huh. /,general
C and  my wife was working  /,statement
Okay. /,general
Oh.   /,general
C because  people think it doesn't really cost them anything to pay.  /,statement
Uh-huh. /,general
"F Oh  it was awful,  /",statement
"In fact, it really was to begin with. /",statement
I don't get into books too often because I have so many things that I stay occupied with --,statement
"I drove a Volkswagen Beetle for a while, <laughter> about a month.  /",statement
Uh-huh. /,general
"C and so,  F uh,   I do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor. /",statement
Uh-huh. /,general
"F Um,   last year they camped in tents,  /",statement
"Uh, so, uh, the first foreign car that we had was a, a seventy-seven M G, M G B /",statement
"That's trees, D you know,   /",statement
"C And  it's really nice for them because then they're with people their own age, and people that have gone through things exactly what they have gone through. /",statement
"[ that was, + [ that, + that ] was ]  the other one I was thinking of <sniffing>.   /",statement
"that I can, save  /",statement
"I hope you have a  nice day,  /",general
Huh-uh. /,general
"F Oh,  yeah. /",general
"they are meant for [ the, + ] that evening's,",statement
C but  do we have to carry this on into the summer and the spring <laughter> --,question
I've heard to go to Austin too.  /,statement
"C But  right now I'm out in Provo, Utah going to B Y U  /",statement
"C but  D yeah,   next time you go, F uh,  D you know,  check into it,  /",request
Yeah.   /,general
"C and then  [ he ru-, + he's a runner, ] too.  /",statement
F Um.  /,general
Then she lived in an apartment  /,statement
"one of the most, F uh,  productive crop in the  world  --",statement
Uh-huh <<faint>>. /,general
Uh-huh. /,general
"F Um,  D you know,  [ what, + what ] kind of a structure is it going to be.  /",question
"-- that would have meant a total attack of the Iraq country within, D you know,  three hours of when the weapon was shot. /",statement
Yeah.  /,general
C and  we were on our way home  /,statement
"I think that when children are small, I think it's okay for women to work especially,  /",statement
Uh-huh. /,general
Yep. /,general
Uh-huh. /,general
C and  they seem to be doing extraordinarily well. /,statement
C so  I did my undergraduate in two years. /,statement
"C but,   it's getting more and more like that where there's more and more couples  /",statement
"C and  life is a little slower, a little easier. /",statement
"And that's the people that are working there, you know.  /",statement
"I usually come back more tired after my vacation,",statement
"-- F uh,  the people that I know don't  want to because, F uh,  they never know for sure what time they're going to leave their job -- /",statement
what were your selection criteria.  /,question
"D So,  do you think you get good coverage from the sources that you have? /",question
Yeah.  /,general
Uh-huh. /,general
"C and then  you find out about all these things about [ are your taxes, D you know,  taxpayers, are, + ]  is your money going to where you want it to go  /",statement
[ You pick up +  --,statement
"we sent out five hundred, F uh,  announcements, because our family is  quite large, like [ your, + your ] family there.  /",statement
"Yeah,  /",general
-- uh-huh. /,general
They're more interesting. /,statement
Yeah. /,general
"C and  also I noticed in Canada [ they, + F uh,  you ] drop a quarter,  fifty cents, whatever, in a coke machine up there,  /",statement
"Yeah,  /",general
"For many, many years I had a full size acoustics, F uh,  study laboratory --",statement
"Yeah,  /",general
which end do we push  /,question
Oh. /,general
"[ I, + I ] think it will  /",statement
"that's what I'm saying,  /",statement
C and  they're bigger. /,statement
"It may have been Massachusetts,  /",statement
Yeah.  /,general
Yeah.  /,general
He is in New Jersey and is entrepreneur and kind of a self-made millionaire.  /,statement
because we usually get one.  /,statement
"the   monitoring is not that bad, though  /",statement
"D So,  [ [ I know, + F uh,  I, ] + I know ] that [ I, + F uh,  D you know,  I ] just work  /",statement
"-- however, my older son came home  /",statement
I don't have to buy jogging shoes all to often  /,statement
Yeah. /,general
"[ It, + it ] could go on for years and years until they start to see some results and people can [ actually, + actually ] say, Yeah, [ [ it's, + it's, ] + it's ] [ doing, + doing ] some damage --",statement
"-- D Well,  it's a big tourist town, D you know,   /",statement
"F Uh,  <lipsmack> [ they, + I ] didn't see any of the women in there. /",statement
"C so,  I don't know if  [ we, + <laughter>  we  ] did a good thing to buy a house or not  /",statement
"[ C and,  + C and  ] we learned that, D you know,  F um,  some of the gardening skills we had were before,  /",statement
"C so  E I mean,  how I would go about doing it is I would just call all my <noise> relatives. /",statement
C and  it's frustrating. /,statement
Bye-bye.  /,general
How they going to pay their bills.  /,question
"The people there are just [ very, + very  ] friendly  /",statement
"[ the, + the, ] F uh,  lobbyists,",statement
<Laughter> Uh-huh. /,general
Yeah.   /,general
Right. /,general
I wonder where he gets it?  /,question
Uh-huh.  /,general
Yeah. /,general
"Yeah,  /",general
"F Uh,  [ what's the main, +   what's the main ] difference between Republicans and  Democrats? /",question
"C because,",statement
Bye-bye. /,general
No stays of execution.  /,statement
"C But  they're both, -/",statement
"If they want to choose that particular religion that's fine with me too, D you know,  as long as they don't try and pull me in and drag me in.  /",statement
I've seen some.  /,statement
It's a lot easier. /,statement
"[ I'm, + I  ] saw her in THE KEYS,  /",statement
"C An  [ a lot of it, + a lot of the parents ] now are so young. /",statement
"-- D you know,   [ they, + they ] get paid a hundred and twenty-five grand a year.",statement
"D Well  then, it will be mostly reruns, I guess <laughter>. /",statement
"D You know,  [ where, + where ] we sent Michael the first few years [ was, + there was ] different teachers all the time, D you know,   /",statement
"There are a lot  of two parent, F um,  <noise> <<pause>> situations where the woman goes back to work  because that's what she wants to do, <noise> D you know.  /",statement
"C So,  F uh,  D you know,   I got my degree and got the better paying job,  /",statement
C and  it isn't.  /,statement
"-- C so  I don't know if I wasn't drug tested based on that or  because the man who hired me didn't request the drug test, because I know that my company does drug testing on occasion. /",statement
"F Oh,  uh-huh.   /",general
"My middle child needs to have, F uh,   orthodontic, [ he's + ] because his, his pallet is squared, not rounded./",statement
C and  if they're at all queasy about that then --,statement
"[ C And,  +  C and  ] that's acceptable. /",statement
"C and then  they'd pull it back,  /",statement
Uh-huh. /,general
C and  it's snowy  /,statement
"Yeah,  /",general
"C So  I guess as long as I have to work, I feel good that they're there.  /",statement
"E I mean  they had a problem out here with it last summer, wearing these shorts that  were, D you know,  the real wide full ones, D you know,   /",statement
"C so,  [ at, + at ] any rate, this is getting off the topic  /",statement
you can't do very much on them. /,statement
Yeah. /,general
"C And then  he did, F uh,  [ [ HE-, +  HE-, ] +  HEALING ] THE SHAME THAT BINDS YOU,",statement
Yeah. /,general
"I know when I was working, you know, you have all these problems with, with the child care and, and with, uh, pleasing, you know, your boss on the job,  /",statement
"C so,  we don't have a yard,  /",statement
"I do have friends who have tried to do more,",statement
"they had the full  (( range )) ,  /",statement
Uh-huh. /,general
"C but  if they don't reach out and touch the kids, then that doesn't do any good. /",statement
who do you like?  <Laughter>. /,question
"C but  I couldn't get them to hang up, D you know.  /",statement
"F Oh,  they came from a broken family -- /",statement
C And  <throat_clearing> it's an absolutely beautiful automobile --,statement
"C So,  he goes wheeling down, F uh,   the hall to bingo.  /",statement
Oh. /,general
"The secretary's probably the best resource,",statement
"D Now,  not all of them will commit offenses that have to do with capital punishment,  /",statement
"I'm finding that more and more people that I talk to, there's less and less family time available to them.  /",statement
C and then  usually they want to go to bed fairly early anyhow. /,statement
"[ D Well,  I subscribe to P-, +  D well,  I did subscribe to PEOPLE ] for a long time.  /",statement
"Yeah,  /",general
C and  she got it from the psych department. /,statement
"Yeah,  /",general
"Is that on, [ what chan-, + what station? ] /",question
"[ it's never, + I've never  ] been involved in an automobile accident,  /",statement
Do you belong to a gun club or you? -/,question
"[ Do, + if you get one like that  (( do ))  ]   have somebody teach you that  /",question
"D Now,  when I was going to, - /",statement
when we bought our home <children_talking> it was recently <children_talking> <swallowing> updated.  /,statement
"F Um,   you can't wear slacks  at the corporate site and that kind of thing --",statement
Uh-huh. /,general
Right. /,general
"F Oh,  okay. /",general
Yeah. /,general
"C And  C because  [ the university, + the university ] offers me two plans.  /",statement
Yeah.  /,general
F Um.  /,general
"Yeah,  /",general
C and  I'm going to do the same thing.  /,statement
Yes. /,general
"[ the, + the ] market seems to just be growing, too.  /",statement
"I think every, - /",statement
It's  hard.  /,statement
"C And so,  we [ had, +  had ] been using [ a, + the ] Aspen service before they purchased (( Tigon ))  -- /",statement
"before you can <static> get a certificate, you have [ a, + a ] certain residency period.   [ So + ] much like a doctor.  /",statement
</Child> Yeah. /,general
"all my relatives my m-, - /",statement
Uh-huh. /,general
Uh-huh. /,general
Uh-huh.  /,general
D Well  that's a nice area. /,statement
Uh-huh. /,general
I don't even know if there is a number that they allow in anymore.  /,statement
Uh-huh.  /,general
C But  it's a very good car.  /,statement
D well  <laughter> --,statement
"C But,",statement
Yeah. /,general
Yeah. /,general
"E I mean,  is that like [ a, + a ] sport fish,  /",question
"C and  [ some, +  a lot  of ] times they'll give us something. /",statement
Yeah.  /,general
C and  then  you patch them up <laughter>. /,statement
I didn't know there was such a thing.  /,statement
"C But   we've found probably half of our sort of regular restaurants through coupons,",statement
"[  What was, + what was ] your name again? /",question
"C and  it  [ seems, + seems ]  as though [ the, + the ] system doesn't [ cha-, + ]  tend to stop them unless something is drastic is done. /",statement
Uh-huh.  /,general
"D you know,  even though he brings in a real good living and everything, in order for me to keep up, I would have had to work. /",statement
Uh-huh. /,general
"D Now  I admit up there, the altitude is kind of <<pause>> interesting, /",statement
The book was excellent. /,statement
"C So,  tell me about your home. /",request
it's  good stuff.  /,statement
"C Bu-,  C so  [ they really are, +   they really pick up ] things.  /",statement
"((   ))  C and then  he dropped dead, twenty-five years premature, he dropped dead,  /",statement
Uh-huh.  /,general
I'm pretty lazy about it right now.  /,statement
"we would go over there to, F uh,  - /",statement
that's way out of my reach. /,statement
"Sure there were Cuban soldiers there,  /",statement
It does  /,statement
I felt I was losing my family. /,statement
Uh-huh. /,general
"C But,  E I mean,  I don't know whether they have one of the first, D you know,",statement
Uh-huh. /,general
Yeah. /,general
C so  there's this big fire on the field  /,statement
"I, F uh,  have been at my computer all day  /",statement
C so  I like a little heavier car  /,statement
Okay. /,general
"C so  I was not, F uh,  ever called upon to do a drug test.  /",statement
Yeah. /,general
"Hi,  /",general
"C so,  F uh,  [ the only, + <static> we only  ] had one radio station  /",statement
C And  they were D like  thirty miles right up the river  /,statement
"V C R, and everything else.   /",statement
"went to Brandeis,  /",statement
"C So  they've got a whole lot of torque,  /",statement
They kind of take over and turn into work instead of --,statement
nobody  could figure it out.  /,statement
You listen to him  /,statement
Yeah. /,general
Uh-huh. /,general
"[ [ You, + you'd, ] + D well  you'd  ] think there would be. /",statement
"D you know,  E I mean,  there's  even the C N N channel --",statement
"D Well,  I know that we have some relatives that live around, D like  the  ((   )) area in there, /",statement
"-- C and  I took a novel with me, F uh,  and read it at Thanksgiving time,  /",statement
"D Well,  Leslie, it's been very nice talking to you.  /",general
Yeah. /,general
"C and,   I guess I do read other magazines, F um,  too, to get my information. /",statement
"-- D you know,  they're convenient,  D you know,   /",statement
"C but  it would not be as  difficult for people, D say,  fifty years old now who [ are, + have ]  never been exposed to the metric system other than, D you know,  buying a two liter Coke. /",statement
Uh-huh. /,general
I can just print it in my office. /,statement
"F Oh,  I also [ use, + like to use ] Discover when I can, because they give you some money back every year. /",statement
Okay. /,general
"I don't remember what his name was,  /",statement
"But, F uh,  nevertheless retired. /",statement
C and  they range from probably ten to sixteen pounds -- /,statement
"C and,   F uh,  inevitably  everyone is just very interested  /",statement
Sing pop music. /,statement
A lot of people don't know that. /,statement
I see. /,general
"Lots of really big, - /",statement
"I wouldn't want to have to pay for the gas, either. /",statement
"you  (( all ))  equated the family reunions as,",statement
"here if you have an accident and no one's injured, the police won't even show up. /",statement
Uh-huh. /,general
"C so  by that time she  was so well established, D you know,",statement
They don't get a lot of participation.  /,statement
you don't have a lot of time. /,statement
C and  he wound up declaring  bankruptcy  /,statement
"if she can't get down on it it's like, get me down right now <laughter>. /",statement
"I have not played the course,  /",statement
"C But  appealing, D you know,  and continuing to appeal, D like  four or five or six times. - /",statement
"C And,  F uh,  [ i-, +  I ]  can understand [ the, +  the ] frustration you must have gone through, F uh,  going to [ the, +  the ] school, F uh.  /",statement
C and  they said they'd keep her there for three days.  /,statement
C and  you're tired  /,statement
C So  it's worked pretty well.  /,statement
"We  [ had, +  D you know,  had ] shotguns [ for, + for ] quail and pheasant hunting and things like that. /",statement
"D like  at work,  we'd have a T V  or  whatever.  /",statement
(( Uh-huh )) . /,general
It [ was a nonfiction book +  E or  is a fiction book ]  /,statement
Uh-huh. /,general
Uh-huh. /,general
"Well, that's, that's what I was about to say.  /",statement
Uh-huh. /,general
most of them are in upstate New York.  /,statement
"I think so,  /",statement
"well I've been around a lot of people lately at wo-, at my job that don't have a lot of values <laughter>. /",statement
I do have friends that watch programs  /,statement
"D well  I won't say they didn't try it, F uh,   /",statement
We were using baby food  /,statement
"Definitely does need some improvements.  F Uh,  /",statement
Uh-huh. /,general
"C And  it was like, F uh,  I want to read something else for a while <laughter>. /",statement
Yeah. /,general
"C But,  F um,  </dishes> D you know,  I would really want something that I would want <child> for that much money.  For ten or twelve or fifteen thousand dollars <child_talking> or whatever. /",statement
Uh-huh. /,general
"D Well  [ maybe, + maybe ] you can figure out how we can stop this inertia that's,",statement
"D well,   do you cut out your own projects? /",question
"F Uh,  tell me where that is, F uh,  /",request
"D see,  you would have to learn that, though,  /",statement
Yeah.  /,general
this girl that works for me just bought a car down there  /,statement
I used to go there when I was in college. /,statement
Okay.    /,general
"D Well,  D you know,  that's exactly, E I mean,  [ I'm, + I'm ] not saying [ I, + I ] think [ capital murder + E or  capital punishment ] is the perfect solution in every case, D you know,  especially because there are some cases when you just don't know  /",statement
Yeah. /,general
"I've either seen the signs or, -/",statement
Uh-huh. /,general
"[ They, + those  ] have been real popular with my family.  /",statement
"C and,  D you know,  [ you kind of, + you're wondering, ] D you know,  D well  when did this happen? /",statement
Right. /,general
"Take care, /",general
"I don't know if I have anything handy,  /",statement
Yeah. /,general
C but  then you think about how many have been in there longer than that. /,statement
