text,intent
F Oh.  /,general
Uh-huh. /,general
it shouldn't go out that much. /,statement
"<Laughter>  D Well,  [ do-, + don't ] ever get one for a pet. /",request
Yeah. /,general
"Go out to the nursing home,  help guide some craft programs, perhaps, work on some <sigh> music programs,   whatever their talents are.",request
C and then  they hire private instructors? /,question
C So  you're  saving a lot of time and effort.  /,statement
"Yeah,  /",general
"Yeah,  /",general
"F Um,  [ then, + then ] just <laughter>, -/",request
"[ C And,  + F uh,  C so,  ] I don't mind [ having, + having ] to wear a uniform, because I don't have to buy, D you know  --",statement
Uh-huh. /,general
"D You know,  let's go back to our original thing with, D you know,  our experiments and all [ the, + D you know,  our ] actual exploring of space [ and, + and ] all that,  /",request
"C And,  F uh,  [ even if they're, + even if they're ]  discouraged, tell them that that's just a passing moment --",request
"F Oh,  okay. /",general
Uh-huh. /,general
Uh-huh. /,general
Uh-huh <noise>.  /,general
"C And,  D you know,  D like  hold on here. /",request
C so  wok food seems to be our thing. /,statement
"[ You're in, + you're living in  ] the Castle Park area? /",question
Yeah  /,general
"the overmilitarization of Iraq was due to companies selling them arms and things,  /",statement
"C but  where I am, [ the, + ] just D like  all the hospitals,",statement
You might try that.  /,request
Do you have trouble with red spider on marigolds? /,question
Uh-huh. /,general
Bye. /,general
"Stir it real, real well. /",request
"D Boy,  I know, especially when they grow up like that,  /",statement
C but   you can feel that? /,question
"There was a time, though, in the, F uh,  middle part of November that got really cool, really, really --",statement
"D Well,  maybe you can, F uh,  make that  one charming [ and, + and ] make a little bit money, F uh,  /",request
"scratch that,  /",request
"D Well,  it was great to talk to you. /",general
C or  make everything diet. /,request
"D Well,  have you played recently? /",question
"C And  is it different [ for the, + for the ] B M W? /",question
"Yeah,  /",general
"Yeah,  /",general
How do you spell that? /,question
"D So,  have you ever served on a jury? /",question
"How about some of the ads,  /",question
Yeah. /,general
"[ What, +  what ] is, - /",question
Does he bite her enough to draw blood? /,question
I'm not sure what you're talking about. /,statement
"[ we can't, + we can't ] balance a checkbook without a calculator. /",statement
"E I  mean,  [ you, + you ] hate to be paranoid  /",statement
Yeah. /,general
"E I mean,  I think about it because I hear about it,  /",statement
-- that make sense? /,question
Uh-huh.   /,general
Go ahead.  /,request
"he was just so bad  off, D you know  --",statement
Uh-huh. /,general
Are you involved in the schools at all --,question
"C And,  F uh,  of course people  down here, they just don't know how to handle themselves  /",statement
"I think youngsters ought to go out and do some public service,  /",statement
</Children> Uh-huh.  /,general
Yeah. /,general
"you can't record on them and so they won't be as functional as D like  a cassette player, where if you heard something, you could record it,",statement
Yeah. /,general
"E I mean  [ [ they're really, + they, ] + they ] [ go-, + ] bend over backwards service wise for you.  /",statement
go ahead. /,request
"D So,   tell me the last time you went for a boat ride. /",request
"Diesel is going to be around,  because it doesn't evaporate easily,  /",statement
"Are you just saying [ you, + you ] sight read every concert? /",question
"(( I guess ))   it's kind of an ideal world though, F huh  <laughter>. /",statement
"[ Where, + where ] is Raleigh, in North Carolina? /",question
Yeah  /,general
Sounds fun.  /,general
"D Now,  what do you mostly do </noise>? /",question
"C But  when you were growing up [ and they weren't, + and the younger ones weren't ] around, what did you do? /",question
<Laughter> Yeah.   /,general
Really. /,general
Uh-huh. /,general
C And  maybe I'll talk to you again. /,general
C And  you've got to admit that Congress does kind of look at things that way. /,request
Okay. /,general
"Uh-huh, /",general
"[ they, +  every year they ] look at, F uh,  different areas and try to determine  [ where, + where, ] F uh,  the most houses will be, /",statement
"We have, F um,  D you know  - /",statement
Huh. /,general
"did you cut them down [ at the, + at the ]  ground level,  /",question
Go right ahead. /,request
He is a lieutenant in the Navy  /,statement
Yeah. /,general
"right,  /",general
"-- C and,   F um,  I don't like them as well except, it wasn't really a fair comparison because those were automatics,  /",statement
"F Oh,  yeah. /",general
"[ Then, + then ] when he finally, D you know,  did win an election, F uh,  D you know,  it was  the presidency.  /",statement
Yeah. /,general
Just put them in a home and leave them. /,statement
What about you? /,question
do you  guys smoke?  /,question
How was that? /,question
"[ [ [ C And,  + F uh,",statement
"C and  the thing [ that, + that ] gets me is, F uh,  you never really catch up, you never really finish doing things, /",statement
"C And  you cook it for another three minutes on high, D you know,",request
Right. /,general
it sounds good. /,general
"Since [ you're being, + you  ] can talk for hours, go ahead,  /",request
"D well,  [ maybe, + maybe ] your husband could tape it for you sometime. /",request
Where in Pennsylvania? /,question
"F Oh,  don't made any excuses for him <laughter>. /",request
"C and  I think particularly [ if you're, + if you're ] looking [ [ at the, + at the, ] + at the ] peasant, F uh,  whether he's in Central America, regardless of where he is, [ is his life, + is his life ] better off under communism [ [ or, + or ] + F uh,  or ] Democratic government.  /",question
"For instance, like Social Security tax or Soc-, F uh,  - /",statement
You look at another kind of society like the Japanese.  /,request
"C and,",statement
"D you know,  you make clothes for them and everything like that. /",question
Do you think that's a deterrent? /,question
"Suppose, F uh,  D well,  D you know,   they had a group who were construction oriented  /",request
How do you dress? /,question
"[ sh-, + ] let's say  /",request
"D Well,  listen, [ they've, + F uh,  they've ]  had this one,  /",request
"[ C and,  +",statement
Uh-huh. /,general
"I have,  my husband and myself and we have two sons who are drivers --",statement
"[ C an,  + C and  ] if they go to their friends dealing drugs, they're going to be in even worse shape. /",statement
"F Oh,  F um,  what do you do,  /",question
Okay. /,general
Right. /,general
"C and  you microwave it on high for seven minutes,  /",request
C But  then heat them thoroughly in the sauce itself  /,request
you want to start? /,request
D so  we've got to talk about music. /,request
C so  <laughter>.  Where did you get your recipe for it? /,question
"<Lipsmack>  C And,  now I'll let you say something <laughter>. /",request
C and  I know people that have done that. - /,statement
C but  then finally people started getting the message. /,statement
"C and,  D you know,  she's only seven years old,  /",statement
"-- [ [ the, + the ] social, + the other social ] problems [ wouldn't, + wouldn't ] go away. /",statement
Yeah. /,general
"[ [ I, + I think, ] + I think ] all around [ it, + it's ] going to help out a lot. /",statement
Sure.  /,general
Yeah. /,general
Uh-huh <throat_clearing>. /,general
Uh-huh. /,general
it's a crystal. /,statement
"F Oh,  okay <laughter>.  /",general
"D Well,  tell me about your van.  /",request
"F Uh,  do you ever watch that? /",question
"Sure,  /",general
Yeah. /,general
See you next time.  /,general
What about politics on it? /,question
Could you hang on one minute Jim? /,request
Go ahead.  /,request
C but  I don't really like the Pirates.  /,statement
"F Oh,  you will have to go on one. /",request
<Laughter> You watch T V or something while you do it? /,question
"F Um,  C and  I think that all that information is quite easy for anyone to get.  /",statement
would be a definite deterrent  /,statement
"D You know,  [ you can, + you can  ] look through  [ a, + a  ] Chilton's book or something D like  and get an idea of how to go about it.  /",statement
Yeah. /,general
Yeah. /,general
"F Oh,  okay.  /",general
"F Oh,  don't say that. /",request
"D So,   tell me the last time you went for a boat ride. /",request
Uh-huh. /,general
"C So,  I do know something <laughter> about that. /",statement
"<Noise> <<sounds like child's record>> Hi,  /",general
You really should go at least once.  /,request
C But  you need to rent the first one first. /,request
C and   they'll be having snow <throat_clearing>. /,statement
hold on <<Put on hold>>. /,request
What's that? /,question
Oh. /,general
"E I mean,  D you know,  if you go to, - /",statement
[ invite + invite ] the boss over,request
"F uh,  you want to start by telling me what camping is to you.  /",request
Are you in Texas? /,question
What's your favorite thing to cook if you're having a dinner party? /,question
"Then you remove it,  /",request
"[ [ [ I'm + F uh,  I, ] + I work for, ] + I'm ] an electronic technician.  /",statement
"F uh,   my wife [ enj-, + she likes ] the suspense movies.  /",statement
"Oh, yeah. /",general
"it's  burned so completely, that you don't have any, F uh,  nitrous oxides, F uh,  or oxides of  nitrogen, F uh,  to, F uh,  form --",statement
How old were they when you adopted? /,question
pretty good people <sniffing>. -/,statement
Uh-huh <laughter>. /,general
"D Well,  a lot of the  European countries, F uh,  they tend to sensor, - /",statement
"I got one at work that I bought for one of the guys there at work,  /",statement
"[ [ C And,  +  C and,  ] +  F uh,",statement
"D Well,  didn't he just sign a twelve year contract with the Rangers? /",question
Huh.   /,general
"Yeah,  /",general
how many bedrooms is it? /,question
"C so  are only the same two caucuses, certainly not going to win, why bother voting for him.  /",question
"F Uh,  it's kind of,",statement
Yeah. /,general
"-- C but  people that I have known that  have done that, like from other countries, especially,",statement
Huh-uh. /,general
"It was bad,  /",statement
Uh-huh. /,general
Yeah  /,general
"-- throw the lids and everything out,  /",request
"F uh,  what do you think you would offer as far as, F uh,  information about selecting a school? /",question
be sure to watch it tomorrow night --,request
"C And  you cook it for another three minutes on high, D you know,",request
"D you know,  having [ a, + a ] lot of difficulty, F uh,  surviving, F uh,  the question is [ would they, + D you know,  would they ] be better off under communism. /",question
Do you have a lot of shade trees  around your house  /,question
"Do you, F uh,  stay overnight on the way,  /",question
Yeah. /,general
you need to try em  /,request
You really should go to Europe.  /,request
what kind of birds do you have? /,question
"Then you remove it,  /",request
drop in at times that are unexpected. /,request
She says in fact you get more. /,statement
go ahead. /,request
"<throat_clearing> [ if + if ] you wanted to, F uh,  F uh,  really get into a hot issue, F uh  - /",request
"I think, F uh,  the major problems in education are not what's happening in the schools,  /",statement
and let all the normal people go -- /,request
"C and  yet those people have, F uh,  such, F uh,  a happy,",statement
"[ C and,  + C and  ] I'm at the age, too, where the, - /",statement
"you're kind,",question
C So  you used the metric? /,question
"Like I said, he didn't know what he was doing. /",statement
Yeah.  /,general
Uh-huh. /,general
"C and  [ they're, +   they're ] relatively small.  /",statement
Right. /,general
"C And,   [ [ [ I, + I, ] + I, ] + I ] think  it's better for everybody if we had better schools. /",statement
"D Now  [ it's, +  F um,  is it ] very wooded around  where you are,  /",question
Yeah. /,general
C and  he went on a fairly strict diet to try to get it down.  And did!  /,statement
"[ We've, + I haven't ] been much to the south,  /",statement
"D well,  I'll let you go.  /",request
Yeah. /,general
"C and  it chased them under an underpass,  /",statement
I'm a graduate student  /,statement
go ahead. /,request
C but  Russia has never been known for throwing an atomic bomb anywhere. /,statement
Uh-huh. /,general
"Yeah,  /",general
<Smack>  C So  I don't know what they are going to do. /,statement
C And  about how much are they? /,question
You're just supposed to -- -/,statement
Right. /,general
"C and  we don't want to  (( smush ))  their creativity, D you know.   /",statement
Could I ask you to hold one minute? /,request
"for some reason, because of the cold, F uh,  ocean, F uh,  water, the air is always cool.  /",statement
"whereas before that never would have happened <laughter>, /",statement
C or  did he just do it? /,question
"F Oh,  okay. /",general
"C But  [ use, + use ] good, F uh,  stuff and buy it at a paint store where they have the right brands,",request
C or  make everything diet. /,request
"he had on two different  shoes, one of which was not even his.  /",statement
"-- F Oh,  is it Campari's or something? /",question
"[ C but,  + C but  ] who knows how it's supposed to all end <laughter>. /",question
"F Um,  do you work in private corporation or  government? /",question
I see.  /,general
I see. /,general
"Right,  /",general
<Laughter>  Somebody take care of me. /,request
"C And  [ that was, + F uh,  that was ] pretty good  /",statement
Go ahead. /,request
"D Well,  is that a necessary feature to have somebody, D you know,  at the other end of the line  /",question
"every four years on one side of my family they plan on having, F uh,  D like  my [ p-, + grandparents ] and all their brothers and sisters and then all their kids and grandkids. /",statement
"[ Is that, + is child ] care or that type of idea completely foreign to them? /",question
Uh-huh <laughter>. /,general
Uh-huh. /,general
"Yeah,  /",general
"pick out where you want to live,  /",request
"[ [ Were, + were ] they +  in any of the areas where they, ]",question
Uh-huh. /,general
"D You know,  we just think, D well,  the next time has got to be better <laughter>. /",statement
"I'll go ahead and start recording that, /",request
<<Very faint>>  Yeah. /,general
"D well,  I was used to using  my credit card, D like  at Skaggs Alpha Beta in Dallas, and stuff -- /",statement
Yeah. /,general
C but  --,statement
Do you? /,question
Did that help you? /,question
"D You know,  if they're overcrowded, just keep cramming them in there till they just suffocate.  F Uh,  /",request
Yeah.  /,general
"-- you lose, - /",statement
Uh-huh. /,general
"C but  even in, F um,  litigation which is doing lawsuits, is a lot  of times that you never get to the courtroom itself  /",statement
Got to see Pike's Peak. /,request
"D Well,  maybe you can, F uh,  make that  one charming [ and, + and ] make a little bit money, F uh,  /",request
-- C or  is it just a general switch over? /,question
"Go ahead,  /",request
"F Uh,  nowadays it's not the case,  /",statement
"[ how, +  how ] does, F uh,  University of New Hampshire handle it? /",question
you want to start? /,request
"C And,  F uh,  it's also a retreading plant,  /",statement
"[ C and,  + C and  ] [ wh-, + the ] relationship between the family [ is, + is ] really [ now, +",statement
right. /,general
Yeah. /,general
"I think the other kind of changes like job changes and those kinds of things, E I mean,  I think it's great to even have three or four different careers --",statement
"D Well,  don't bother <laughter>. /",request
Yeah. /,general
Right.  /,general
Uh-huh. /,general
Uh-huh. /,general
"Yeah,  /",general
Uh-huh. /,general
"yeah,  /",general
Do you work for Texas Instruments? /,question
"[ C and,  +  C and,  ]  F uh,  D you know,  [ we also, + come winter time we'd ] stick them on sleds.  /",statement
Tell me your name again. /,request
Right.  /,general
Go ahead. /,request
You into mainframes? /,question
"F Oh,  D well  I'll let you go if you want  to go ahead and take that, /",request
"What do you teach, what grade? /",question
"D So,  F uh,  describe your family budget. /",request
C and  it's just really hard  /,statement
C And  we thought that was important instead of getting <laughter> swallowed up in something that  D you know.  -/,statement
"[ C and,   C and  ] [ I've, + I ] went to T I just right at the time that, F uh,  my marriage was ending.  /",statement
How much was the alternator? /,question
Shoot them. /,request
what kind of roof does your house have?  /,question
C And  you let it come to a boil again  /,request
I see. /,general
"F Oh,  on one hand I see that  /",statement
Yeah. /,general
"C But  [ you do have to have it, +  D you know,  you do have to have it ] hot when you cook it.  E I mean,",request
Yes. /,general
drop in at times that are unexpected. /,request
"F Uh,  [ C and,  + F uh,  C and,  ] D you know,  about half the time [ they seem to, + the A P D seems to  ] recover them, D you know  --",statement
"D Well,  try it  /",request
"buy a fresh filet of fish, a nice one at [ the fish mar-, + the fish counter. ] /",request
"C and  [ I wonder, +  I really do wonder ] how people do that. /",statement
Uh-huh /,general
"Yeah,  /",general
Uh-huh. /,general
you can talk.  /,request
"What is that, F uh,  one that is on T V?  /",question
You  mean  --,question
Very <beep> definitely. /,request
Uh-huh. /,general
Right. /,general
Uh-huh.  /,general
C or  do you keep  children for other people?  /,question
"[ Wha-, + what ] do you think of that new luxury  car tax, anything over ten [ thou-, +  or thirty thousand ] dollars? /",question
"F Oh,  are you really? /",question
"yeah,  /",general
"Security number,  /",general
Do you  --,question
<Laughter> Yeah.  /,general
"<Laughter>  F Uh,  what kind of books  do you enjoy reading? /",question
Uh-huh. /,general
Uh-huh. /,general
"[ It, + when ] I came on it was great because I had never had anything even close to [ what, + what ] they offered.  /",statement
C or  did you  have to do it the same every week? /,question
I don't know what the answer is.  /,statement
C And  in addition to that I tinker around with it.  /,statement
Yeah. /,general
Yeah. /,general
"C so  if you could get your projects into boutiques, F oh,  they are wonderful. /",statement
Do you think that that these insurance things  should be covered on a State basis or U S government basis? /,question
go ahead. /,request
"Liberal politically,  /",statement
"F Oh,  and, F uh,  WHAT ABOUT BOB? /",statement
Let's hear about your hobbies. /,request
WONDER YEARS? /,question
what's it called?  /,question
Yeah. /,general
"C and  in the position he's in, they don't care if I go along. /",statement
"F Uh,  go ahead,  /",request
C So  how is that? /,question
You've been to the city? /,question
"D Well,  what's your favorite baseball team, Rita? /",question
"[ What are, +  are ] you settled in a place? /",question
"[ We have, +  we  (( could ))  have ]  credit cards running down our ears. /",statement
"On the grill, we'll take the back strap and soak it in Italian dressing for a couple of hours --",statement
"E Excuse me,  go ahead <laughter>. /",request
"F Oh,  yes.  /",general
"D Well,  Stephanie, what's your position on gun control? /",question
"F uh,  back to the topic, /",request
"D So  did they scratch [ those, + F uh,  that ] Star Wars deal, D you know,  they one we was all worried about -- <+ the ""they"" in this sentence should probably be a ""the""+>",question
"D Well,  you'll just have to plan a vacation some time --",request
"[ what is it, + what's ] the policy now with treason?  /",question
C But  usually if we're with a group of people  (( we ))   really don't stay any one place very long. /,statement
C and  you never really --,statement
"F Oh,  don't made any excuses for him <laughter>. /",request
"F Uh,  a lot of times the foods, - /",statement
I think there's a lot of waste  /,statement
It's not quite that hot.  /,statement
"E I mean,  [ you look, +  you look ]  at the number of marriages that are occurring right [ ou-, + ] E I mean,  even in high school,  /",request
Give me some wonderful advice Catherine.  /,request
"[ [ Do you, + F uh,  do, ] + does it, ] F uh,  need a lot of repairs?  /",question
Yeah.  /,general
"[ and, + and ] saw it and  stopped in and asked,",statement
"[ Talk, + talk ] your husband into taking you there some night. /",request
"Uh-huh,  /",general
They got the forms in personnel  /,request
"[ Tell me, + tell me ] where you're calling from. /",request
"C And  [ you need to look at, when you, + if you do decide to go with child care, you really need [ to, + to ] ] look at what your options are [ and, +  and ] look at [ the, + what they ] offer,  /",request
Bye-bye. /,general
Okay. /,general
"I think once  we get into a place, it will be just fine,  /",statement
"[ That's an int-, + D you know,  that's interesting. ]  /",statement
"D So,  do [ you, + your ] privacy being invaded at any time? /",question
D So.   Have you heard about Saturns? /,question
is that not true? /,question
"Because if you, F uh,  use drop cloths to cover everything and you use masking tape to trim out, F uh,  all the parts that you don't want to slop over onto,  you don't have to be quite as precise about how you do it  /",request
just rinse them out a little bit  /,request
"I talked to one woman,  /",statement
"Like I said, we are probably as far as you can get from the Seven Eleven and still be in Texas. /",statement
"it was almost like [ a, + a ] pre-AIDS scare kind of thing. /",statement
"-- don't go out there and start digging holes, F uh,  /",request
"D Well,  you look at places like Turkey.  /",request
You don't get  any newspapers? /,question
you said. /,statement
"F Uh,  /",general
Were you there at a? -/,question
C and then  you put wine over it. /,statement
Because it's treated as a disease.  /,statement
we really need the moisture.  /,statement
C but  I should get paid at least double what my husband makes <laughter> working in an office for staying home -- /,statement
Go ahead. /,request
"<<Sound fading>> [ You, + F uh,  you ] take clams, /",request
You have got to drive careful. /,request
"-- C and  there was some heavy tornados, F uh,  I guess in Kansas,  /",statement
"Okay,  /",general
uh-huh. /,general
"D Well,  how about you.  /",question
"even having read the book,  and I've read that book probably three times,",statement
Do you get hit up for local taxes there? /,question
"C but  [  there's, +  D you know,  there's ] a lot to see here -- /",statement
Is that what you do? /,question
Yeah. /,general
<Laughter> D So  what about yours? /,question
Right. /,general
go ahead. /,request
is the one year old a boy? /,question
"C and  F uh,  D you know  make my annual pilgrimage to the Lone Star Brewery,  /",request
Can you think of anything else that's happened recently? /,question
Yeah  /,general
"it's just the coming thing,  /",statement
"[ [ the-, + they should be able, ] + they should be able ] to judge their benefits on how happy their employees are  /",statement
"C but  since I've started back into school now, I haven't really done that much.  /",statement
Yeah. /,general
"We were not responsible, /",statement
Uh-huh. /,general
"C And,  F uh,  you put that in  /",request
"<Laughter> C And  [ would you, + F uh,  would it ] be appropriate to, F uh,  drink [ with the, + ] F uh,  [ prior, + ] when you have the hors d'oeuvres? /",question
"Did they have an outside consultant, like [ a, + <breathing>  the  ] employ-, -/",question
hold on <<Put on hold>>. /,request
"C But,   F uh,  I think we do get quite a good value for the tax dollars we spend in most cases.  /",statement
"C But,   I guess just the most significant thing changed for me, again, as I mentioned, was just in traveling,  /",statement
Do you do a lot of fishing?  /,question
why don't you go first. /,request
"[ C And,  + C and  ] you know what? /",question
"F Oh,  uh-huh. /",general
Right. /,general
Refresh my memory. /,request
Right. /,general
Yeah.  /,general
Uh-huh. /,general
Yeah. /,general
Do they go to a day-care center  /,question
Go ahead.  /,request
"C So,  tell me about your home. /",request
Right.  /,general
"<Inhaling> When they were, D like  in junior high and high school,",question
"Yeah,  /",general
Gene <breathing>.  /,statement
"Where are you, Bob? /",question
"they're not as efficient,  /",statement
every state's got one. /,statement
"F Oh,   why is that? /",question
You first. /,request
-- C and  that's why the budget is never balanced. /,statement
"What do you do with all these troops that have been taken care of by, F uh,  Bulgaria [ and, +",question
she got the treatments  /,statement
"D Well,  let's talk about air pollution. /",request
"C And  maybe there aren't, D you know,  <laughter>.  /",statement
"Now, you can C either  use, D you know,  the kind  that comes in the little can  /",request
"[ [  I, + I, ] + I ] have no feelings that they would ever start a war with us because to them [ it would totally elat-, + D you know,  it would totally ] destroy their whole country because our technology is far advanced from what theirs is at this current time. /",statement
do you think we're paying too much? /,question
Do you like reading as a hobby? /,question
C And  you make sure that you keep up with them for the next time. /,request
"D You know,  the breakfasts [ and, +",statement
"[ It was, + it was ] something really outrageous. /",statement
Hang on a minute. /,request
Is that right? /,question
Tell me what books you read. /,request
"C but  did you see the map they drew up [ on, + F uh,  on ] how they were going to divide up the districts? /",question
Do I consider them a threat?  /,question
"D Well,",statement
Uh-huh. /,general
Yeah. /,general
D Well  let,request
C and  I'm excited about it.  /,statement
Did you kill --,question
"C and,  hold on a second.  /",request
do you watch SATURDAY NIGHT LIVE at all? /,question
"-- if it's not comfortable, forget it. /",statement
Do you do needlepoint also and cross stitching? /,question
Uh-huh. /,general
"out of, which direction? /",question
they just had this jewelry account.  /,statement
"Okay,  /",general
"F Uh,  right,  /",general
<Talking> <noise> Your turn. /,request
"wait,  /",request
C so  you enjoy camping? /,question
What kind of work do you do? /,question
"C And,  F uh,  they expect us to, D you know,  [ have, + create ] miracles at school and fix all the problems and take over the roles of the parents as well as that of the teachers -- /",statement
You know all that junk mail you get? /,question
"<breathing> D Like  [ if, + like my age, if ]  there was a bunch of college kids  coming over for a dinner party,  no, [ I, + they ] would shell their own, /",statement
C and  you will prize that possession.,statement
C And  this person's teaching my children? /,question
All right.   /,general
"[ Long, + ((   ))  long ] term though,  do you think it would best to see a one world, D you know,  - /",question
you do all of this in fifteen minutes? /,question
"Uh-huh,  /",general
"D Well,  I think they waste what we pay. /",statement
Uh-huh. /,general
"C But,  F uh,  do you ever watch CHEERS? /",question
Uh-huh. /,general
"[ C or  + <laughter>,",question
C so  I don't have to worry about child care too much anymore.  /,statement
"If you had, F uh,  no financial requirements, if you could buy any car in the entire world, no matter what it cost, what would you buy? /",question
E I mean  everything's  on the west side.  /,statement
Yeah. /,general
Right. /,general
"[ [ It, +  it   would  de-, ] + it would be  ] being done for the, F uh,  glitz and show factor --",statement
"E I mean,  were they glad? /",question
"We've budgeted the money  that [ we used to spend, +  we were spending ] on a (( CODA ))  account with T I and then money we were also  buying stock with for that year,  /",statement
"D like,   F uh,  it's a big place,  /",statement
Is that what you usually cook when you have a party. /,question
"I think, F uh,  individually, F uh,  just by the vast number of people   there are, [ there's + ] I think cars are also a major contributor to it. /",statement
do you have a budget you live by? /,question
D you know  [ how can  + --,question
Uh-huh. /,general
Yeah. /,general
Huh-uh. /,general
"C And  I think it wouldn't hurt them to step back from themselves just slightly and see things from a [ m-, +  far more ] disadvantaged viewpoint. /",statement
"F Oh,  D so  are they going to, F uh,  begin spontaneous, F uh,  drug testing? /",question
Is he excited? /,question
That's where I'm originally from. /,statement
D so  we've got to talk about music. /,request
-- yeah.  /,general
Texas? /,question
"right,  /",general
"You go ahead first, if you'd like. /",request
Uh-huh.   /,general
"[ What do you, + what do you ] think is causing all this, /",question
Uh-huh. /,general
Could you hang on one minute Jim? /,request
"C and,  F uh,  keep your mind off of negative things. /",request
Yeah.  /,general
Bye-bye.  /,general
put them to work --,request
Uh-huh. /,general
"go ahead,  /",request
[ invite + invite ] the boss over,request
Uh-huh. /,general
just a second. /,request
"C and,   F uh  --",statement
Uh-huh.  /,general
Uh-huh. /,general
Yeah. /,general
How much  did it cost you for the paint for the outside? /,question
C And  you're more receptive. /,statement
What brought you down here? /,question
Oh. /,general
Because of the ice? /,question
